"subid","age_group","age","sex","english","site","trial_type","trial_num","item_num","correct","rt","expt"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",3,"2vs2",2,1624,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","inference",4,"2vs1",2,2199,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_double",5,"3vs1",2,1975,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",6,"2vs2",2,1573,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","inference",7,"2vs1",2,1855,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",8,"2vs2",2,1187,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",9,"2vs2",2,1900,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_double",10,"2vs1",2,1545,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_double",11,"3vs1",2,2266,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",12,"1vs1",2,1481,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",13,"1vs1",2,2065,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","inference",14,"3vs1",2,1343,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",15,"1vs1",2,1319,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_double",16,"2vs1",2,1107,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","inference",17,"3vs1",2,1513,"ipad"
"150115-01-sc",3,3.93,"F",6,"bing","control_single",18,"1vs1",2,2144,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",3,"2vs2",2,3393,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","inference",4,"3vs1",2,11699,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_double",5,"3vs1",2,3135,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",6,"1vs1",2,2178,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","inference",7,"3vs1",1,8961,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",8,"1vs1",2,1771,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",9,"2vs2",2,2663,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_double",10,"2vs1",2,2975,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_double",11,"3vs1",2,2144,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",12,"1vs1",2,3067,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",13,"2vs2",2,2127,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","inference",14,"2vs1",2,4926,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",15,"1vs1",2,9185,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_double",16,"2vs1",2,2162,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","inference",17,"2vs1",2,1326,"ipad"
"150115-02-sc",3,3.38,"F",6,"bing","control_single",18,"2vs2",2,5135,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",3,"2vs2",2,2430,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","inference",4,"2vs1",2,3677,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_double",5,"3vs1",2,1489,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",6,"2vs2",2,1434,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","inference",7,"2vs1",2,3401,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",8,"2vs2",2,1940,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",9,"2vs2",2,1312,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_double",10,"2vs1",2,2084,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_double",11,"3vs1",2,2352,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",12,"1vs1",2,1611,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",13,"1vs1",2,1891,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","inference",14,"3vs1",2,2447,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",15,"1vs1",2,1883,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_double",16,"2vs1",2,1703,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","inference",17,"3vs1",2,2887,"ipad"
"150115-03-sc",4,4.8,"F",6,"bing","control_single",18,"1vs1",2,1479,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",3,"2vs2",2,1783,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","inference",4,"2vs1",2,2061,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_double",5,"3vs1",2,1981,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",6,"2vs2",2,1742,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","inference",7,"2vs1",2,4076,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",8,"2vs2",2,2198,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",9,"2vs2",2,4305,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_double",10,"2vs1",2,3492,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_double",11,"3vs1",2,2210,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",12,"1vs1",2,2316,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",13,"1vs1",2,3535,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","inference",14,"3vs1",2,3281,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",15,"1vs1",2,1705,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_double",16,"2vs1",2,2287,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","inference",17,"3vs1",2,1879,"ipad"
"150115-04-sc",4,4.67,"M",6,"bing","control_single",18,"1vs1",2,1391,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",3,"2vs2",2,1937,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","inference",4,"3vs1",2,1768,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_double",5,"3vs1",2,3864,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",6,"1vs1",1,2115,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","inference",7,"3vs1",2,1718,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",8,"1vs1",2,1777,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",9,"2vs2",2,1539,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_double",10,"2vs1",2,1316,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_double",11,"3vs1",2,1547,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",12,"1vs1",2,1462,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",13,"2vs2",2,3259,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",15,"1vs1",2,1776,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_double",16,"2vs1",1,3550,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","inference",17,"2vs1",2,2255,"ipad"
"150115-05-sc",5,5.27,"F",6,"bing","control_single",18,"2vs2",2,1734,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",3,"2vs2",1,1576,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","inference",4,"2vs1",1,526,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_double",5,"3vs1",2,1724,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",6,"2vs2",1,1304,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","inference",7,"2vs1",1,2679,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",8,"2vs2",1,6113,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",9,"2vs2",2,2192,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_double",10,"2vs1",1,2647,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_double",11,"3vs1",1,1717,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",12,"1vs1",2,5290,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",13,"1vs1",2,3340,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","inference",14,"3vs1",2,3248,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_single",15,"1vs1",2,2460,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","control_double",16,"2vs1",1,1344,"ipad"
"150115-06-sc",3,3.72,"M",6,"bing","inference",17,"3vs1",2,7076,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",3,"2vs2",2,1498,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","inference",4,"3vs1",2,1758,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_double",5,"3vs1",2,3633,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",6,"1vs1",2,1476,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","inference",7,"3vs1",2,2041,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",8,"1vs1",2,1581,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",9,"2vs2",2,2333,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_double",10,"2vs1",2,1728,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_double",11,"3vs1",2,1636,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",12,"1vs1",2,1187,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",13,"2vs2",2,1362,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","inference",14,"2vs1",2,2346,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",15,"1vs1",2,3192,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_double",16,"2vs1",2,1502,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","inference",17,"2vs1",2,1532,"ipad"
"150115-07-sc",5,5.13,"F",6,"bing","control_single",18,"2vs2",2,2272,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",3,"2vs2",2,3083,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","inference",4,"3vs1",2,2397,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_double",5,"3vs1",2,3813,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",6,"1vs1",2,2222,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","inference",7,"3vs1",1,3886,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",8,"1vs1",2,3030,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",9,"2vs2",2,2067,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_double",10,"2vs1",2,1640,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_double",11,"3vs1",2,2016,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",12,"1vs1",2,3186,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",13,"2vs2",2,1704,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","inference",14,"2vs1",2,1307,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_single",15,"1vs1",2,1138,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","control_double",16,"2vs1",2,1308,"ipad"
"150116-01-sc",5,5.39,"M",5,"cdm","inference",17,"2vs1",1,4223,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",3,"2vs2",2,2393,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","inference",4,"2vs1",2,3504,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_double",5,"3vs1",2,3024,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",6,"2vs2",2,2122,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","inference",7,"2vs1",2,3397,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",8,"2vs2",2,3957,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",9,"2vs2",2,2487,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_double",10,"2vs1",2,2145,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_double",11,"3vs1",2,3468,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",12,"1vs1",2,2530,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",13,"1vs1",2,2116,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","inference",14,"3vs1",2,3592,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_single",15,"1vs1",2,1811,"ipad"
"150116-02-sc",3,3.36,"M",6,"cdm","control_double",16,"2vs1",1,1796,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",3,"2vs2",2,2511,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","inference",4,"3vs1",2,4459,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_double",5,"3vs1",2,2994,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",6,"1vs1",2,2783,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","inference",7,"3vs1",2,1482,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",8,"1vs1",2,1454,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",9,"2vs2",2,944,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_double",10,"2vs1",2,1536,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_double",11,"3vs1",2,1459,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",12,"1vs1",2,1779,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",13,"2vs2",2,1956,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","inference",14,"2vs1",2,1103,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",15,"1vs1",2,947,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_double",16,"2vs1",2,1239,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","inference",17,"2vs1",2,1404,"ipad"
"150116-03-sc",4,4.51,"M",6,"cdm","control_single",18,"2vs2",2,1650,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",3,"2vs2",1,3211,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","inference",4,"2vs1",1,7063,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_double",5,"3vs1",2,4420,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",6,"2vs2",2,4031,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","inference",7,"2vs1",1,4155,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",8,"2vs2",2,13311,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",9,"2vs2",2,5973,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_double",10,"2vs1",2,3685,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_double",11,"3vs1",2,6330,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",12,"1vs1",2,3281,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",13,"1vs1",2,4234,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","inference",14,"3vs1",1,4810,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",15,"1vs1",2,2340,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_double",16,"2vs1",2,5483,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","inference",17,"3vs1",2,2340,"ipad"
"150116-04-sc",3,3.44,"M",6,"cdm","control_single",18,"1vs1",2,4416,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",3,"2vs2",2,3283,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","inference",4,"3vs1",2,2026,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_double",5,"3vs1",2,2995,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",6,"1vs1",2,2601,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",8,"1vs1",2,2120,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",9,"2vs2",2,2003,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_double",10,"2vs1",2,5266,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_double",11,"3vs1",2,2718,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",12,"1vs1",2,2135,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",13,"2vs2",2,1729,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","inference",14,"2vs1",2,1501,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",15,"1vs1",2,1654,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_double",16,"2vs1",2,1753,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","inference",17,"2vs1",1,1720,"ipad"
"150116-07-sc",3,3.76,"F",6,"cdm","control_single",18,"2vs2",2,3051,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",3,"2vs2",2,1610,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","inference",4,"2vs1",2,2671,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_double",5,"3vs1",2,1632,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",6,"2vs2",2,1661,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","inference",7,"2vs1",2,1734,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",8,"2vs2",2,1845,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",9,"2vs2",2,1784,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_double",10,"2vs1",2,1468,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_double",11,"3vs1",2,2155,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",12,"1vs1",2,2439,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",13,"1vs1",2,2229,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","inference",14,"3vs1",2,2051,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",15,"1vs1",2,1481,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_double",16,"2vs1",2,1291,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","inference",17,"3vs1",2,1795,"ipad"
"150116-08-sc",5,5.12,"F",6,"cdm","control_single",18,"1vs1",2,1118,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",3,"2vs2",2,5585,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","inference",4,"2vs1",2,6897,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_double",5,"3vs1",2,6028,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",6,"2vs2",2,2915,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","inference",7,"2vs1",1,4544,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",8,"2vs2",2,3356,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",9,"2vs2",2,5123,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_double",10,"2vs1",2,6972,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_double",11,"3vs1",2,2757,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",12,"1vs1",2,3550,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",13,"1vs1",2,5432,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","inference",14,"3vs1",1,8247,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",15,"1vs1",2,2787,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_double",16,"2vs1",2,3422,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","inference",17,"3vs1",1,4592,"ipad"
"150116-09-sc",4,4.32,"F",6,"cdm","control_single",18,"1vs1",2,2067,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",3,"2vs2",2,2264,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","inference",4,"3vs1",2,1833,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_double",5,"3vs1",2,2340,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",6,"1vs1",2,1342,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","inference",7,"3vs1",2,6172,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",8,"1vs1",2,2464,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",9,"2vs2",2,2640,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_double",10,"2vs1",2,1761,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_double",11,"3vs1",2,2107,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",12,"1vs1",2,1899,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",13,"2vs2",2,1630,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","inference",14,"2vs1",2,1640,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",15,"1vs1",2,2844,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_double",16,"2vs1",2,1773,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","inference",17,"2vs1",2,2402,"ipad"
"150116-10-sc",4,4.03,"F",6,"cdm","control_single",18,"2vs2",2,1753,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",3,"2vs2",2,1595,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","inference",4,"2vs1",2,1419,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_double",5,"3vs1",2,1564,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",6,"2vs2",2,1191,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","inference",7,"2vs1",2,1521,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",8,"2vs2",2,1772,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",9,"2vs2",2,1205,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_double",10,"2vs1",2,1310,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_double",11,"3vs1",2,1525,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",12,"1vs1",2,1484,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",13,"1vs1",2,849,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","inference",14,"3vs1",2,1144,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",15,"1vs1",2,1186,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_double",16,"2vs1",2,2150,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","inference",17,"3vs1",2,957,"ipad"
"150116-11-sc",4,4.21,"M",6,"cdm","control_single",18,"1vs1",2,1200,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",3,"2vs2",2,2294,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","inference",4,"3vs1",2,3023,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_double",5,"3vs1",2,2970,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",6,"1vs1",2,2049,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","inference",7,"3vs1",2,2529,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",8,"1vs1",2,2829,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",9,"2vs2",2,2601,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_double",10,"2vs1",2,2995,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_double",11,"3vs1",2,2355,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",12,"1vs1",2,2265,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",13,"2vs2",2,2214,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","inference",14,"2vs1",2,1398,"ipad"
"150116-15-sc",3,3.44,"F",6,"cdm","control_single",15,"1vs1",2,6291,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",3,"2vs2",2,2699,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","inference",4,"2vs1",2,2426,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_double",5,"3vs1",2,2318,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",6,"2vs2",2,1727,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","inference",7,"2vs1",2,1641,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",8,"2vs2",2,3939,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",9,"2vs2",2,2120,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_double",10,"2vs1",2,1561,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_double",11,"3vs1",2,2646,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",12,"1vs1",2,1384,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",13,"1vs1",2,1260,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","inference",14,"3vs1",2,1978,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",15,"1vs1",2,1672,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_double",16,"2vs1",2,2268,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","inference",17,"3vs1",2,1914,"ipad"
"150116-16-sc",3,3.93,"F",6,"cdm","control_single",18,"1vs1",2,1852,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",3,"2vs2",2,1662,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","inference",4,"3vs1",2,1505,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_double",5,"3vs1",2,2177,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",6,"1vs1",2,2665,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","inference",7,"3vs1",1,3450,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",8,"1vs1",2,1892,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",9,"2vs2",2,1756,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_double",10,"2vs1",2,1767,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_double",11,"3vs1",2,1755,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",12,"1vs1",2,1942,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",13,"2vs2",2,1805,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","inference",14,"2vs1",2,1933,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",15,"1vs1",2,924,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","control_double",16,"2vs1",2,2465,"ipad"
"150116-17-sc",3,3.78,"M",6,"cdm","inference",17,"2vs1",2,1348,"ipad"
