## [iView]
## Converted from:	H:\simpleImp\data\140502-16-L1-eye_data.idf
## Date:	02.05.2014 21:07:57
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	39943                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	140502-16-L1                                                                                                                                                                                                                                                    
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
13263203655	SMP	1	781.98	1002.85	781.98	1002.85	-1	
13263212017	SMP	1	-4.06	0.00	-4.06	0.00	-1	
13263220377	SMP	1	-3.08	0.00	-3.08	0.00	-1	
13263228775	SMP	1	54.17	1005.75	54.17	1005.75	-1	
13263236989	SMP	1	1.01	0.00	1.01	0.00	-1	
13263245324	SMP	1	694.49	1251.39	694.49	1251.39	-1	
13263253743	SMP	1	466.00	1062.78	466.00	1062.78	-1	
13263261958	SMP	1	753.34	1082.04	753.34	1082.04	-1	
13263270344	SMP	1	833.96	1172.05	833.96	1172.05	-1	
13263278759	SMP	1	1.20	0.00	1.20	0.00	-1	
13263287086	SMP	1	0.94	0.00	0.94	0.00	-1	
13263295356	SMP	1	0.76	0.00	0.76	0.00	-1	
13263303703	SMP	1	6.39	755.38	6.39	755.38	-1	
13263312086	SMP	1	180.23	925.91	180.23	925.91	-1	
13263320469	SMP	1	2.74	0.00	2.74	0.00	-1	
13263328699	SMP	1	673.17	1197.04	673.17	1197.04	-1	
13263337127	SMP	1	8.71	905.36	8.71	905.36	-1	
13263345476	SMP	1	893.90	994.11	893.90	994.11	-1	
13263353891	SMP	1	874.10	1162.91	874.10	1162.91	-1	
13263362130	SMP	1	188.72	1028.27	188.72	1028.27	-1	
13263370515	SMP	1	776.50	1184.91	776.50	1184.91	-1	
13263378875	SMP	1	45.52	928.73	45.52	928.73	-1	
13263387237	SMP	1	-63.37	973.97	-63.37	973.97	-1	
13263395499	SMP	1	785.01	1224.59	785.01	1224.59	-1	
13263403846	SMP	1	1592.69	1235.04	1592.69	1235.04	-1	
13263412200	SMP	1	56.30	751.47	56.30	751.47	-1	
13263420457	SMP	1	12.11	0.00	12.11	0.00	-1	
13263428872	SMP	1	767.46	1019.17	767.46	1019.17	-1	
13263437248	SMP	1	936.62	1246.71	936.62	1246.71	-1	
