## [iView]
## Converted from:	D:\Recorded Data\simpkid_SC-L2\150413-13-sc-L2-eye_data.idf
## Date:	13.04.2015 23:02:05
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	40810                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	150413-13-sc-L2                                                                                                                                                                                                                                                 
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1600	1200
## Calibration Point 0:	Position(320;240)
## Calibration Point 1:	Position(1280;960)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Aux1
13270197888	SMP	1	1386.66	563.96	1386.66	563.96	
13270206101	SMP	1	1393.70	507.42	1393.70	507.42	
13270214488	SMP	1	1374.06	516.35	1374.06	516.35	
13270222856	SMP	1	1376.08	568.53	1376.08	568.53	
13270231254	SMP	1	1377.77	592.53	1377.77	592.53	
13270239446	SMP	1	1377.85	544.86	1377.85	544.86	
13270247829	SMP	1	1377.84	540.33	1377.84	540.33	
13270256196	SMP	1	1386.39	514.16	1386.39	514.16	
13270264443	SMP	1	1380.42	531.69	1380.42	531.69	
13270272865	SMP	1	1376.09	556.72	1376.09	556.72	
13270281194	SMP	1	1426.73	596.90	1426.73	596.90	
13270289570	SMP	1	1731.56	897.26	1731.56	897.26	
13270297836	SMP	1	0.00	0.00	0.00	0.00	
13270306195	SMP	1	0.00	0.00	0.00	0.00	
13270314562	SMP	1	0.00	0.00	0.00	0.00	
13270322949	SMP	1	0.00	0.00	0.00	0.00	
13270331222	SMP	1	0.00	0.00	0.00	0.00	
13270339551	SMP	1	0.00	0.00	0.00	0.00	
13270347991	SMP	1	0.00	0.00	0.00	0.00	
13270356345	SMP	1	0.00	0.00	0.00	0.00	
13270364604	SMP	1	0.00	0.00	0.00	0.00	
13270372948	SMP	1	1710.97	898.51	1710.97	898.51	
13270381359	SMP	1	1706.85	839.68	1706.85	839.68	
13270389566	SMP	1	1467.59	692.03	1467.59	692.03	
13270397975	SMP	1	1432.95	642.77	1432.95	642.77	
13270406354	SMP	1	1400.68	522.68	1400.68	522.68	
13270414725	SMP	1	1324.80	636.47	1324.80	636.47	
13270422979	SMP	1	1391.61	631.89	1391.61	631.89	
13270431360	SMP	1	1361.67	601.37	1361.67	601.37	
13270439724	SMP	1	1381.31	587.58	1381.31	587.58	
13270448091	SMP	1	1375.90	581.18	1375.90	581.18	
13270456357	SMP	1	1361.01	509.05	1361.01	509.05	
13270464696	SMP	1	1370.68	487.64	1370.68	487.64	
13270473117	SMP	1	1379.00	543.29	1379.00	543.29	
13270481433	SMP	1	1378.66	555.97	1378.66	555.97	
13270489698	SMP	1	1379.50	554.59	1379.50	554.59	
13270498051	SMP	1	1373.75	553.36	1373.75	553.36	
13270506431	SMP	1	1374.62	470.37	1374.62	470.37	
13270514687	SMP	1	1376.59	394.71	1376.59	394.71	
13270523061	SMP	1	1380.64	447.51	1380.64	447.51	
13270531431	SMP	1	1374.85	496.94	1374.85	496.94	
13270539809	SMP	1	1359.16	541.02	1359.16	541.02	
13270548060	SMP	1	1297.62	487.52	1297.62	487.52	
13270556429	SMP	1	1211.43	456.65	1211.43	456.65	
13270564823	SMP	1	1083.14	330.72	1083.14	330.72	
13270573180	SMP	1	1016.22	124.98	1016.22	124.98	
13270581439	SMP	1	967.11	69.98	967.11	69.98	
13270589802	SMP	1	929.75	81.13	929.75	81.13	
13270598174	SMP	1	921.15	-19.37	921.15	-19.37	
13270606559	SMP	1	915.26	-1.50	915.26	-1.50	
13270614798	SMP	1	918.63	-47.09	918.63	-47.09	
13270623175	SMP	1	917.95	-17.59	917.95	-17.59	
13270631559	SMP	1	914.06	-24.57	914.06	-24.57	
13270639928	SMP	1	917.23	-6.95	917.23	-6.95	
13270648218	SMP	1	913.05	-11.84	913.05	-11.84	
13270656556	SMP	1	915.34	-72.29	915.34	-72.29	
13270664923	SMP	1	917.16	-10.10	917.16	-10.10	
13270673182	SMP	1	916.81	-13.23	916.81	-13.23	
13270681552	SMP	1	913.63	11.02	913.63	11.02	
13270690067	SMP	1	918.07	76.89	918.07	76.89	
13270698387	SMP	1	918.41	22.54	918.41	22.54	
13270706618	SMP	1	924.82	-62.14	924.82	-62.14	
13270714999	SMP	1	927.80	-43.66	927.80	-43.66	
13270723359	SMP	1	0.00	-0.25	0.00	-0.25	
13270731762	SMP	1	919.11	-73.45	919.11	-73.45	
13270740015	SMP	1	918.64	-7.24	918.64	-7.24	
13270748356	SMP	1	917.56	-40.86	917.56	-40.86	
13270756704	SMP	1	910.59	7.76	910.59	7.76	
13270765107	SMP	1	912.21	26.36	912.21	26.36	
13270773320	SMP	1	909.83	33.90	909.83	33.90	
13270781722	SMP	1	878.21	202.81	878.21	202.81	
13270790099	SMP	1	764.30	405.77	764.30	405.77	
13270798350	SMP	1	704.96	519.69	704.96	519.69	
13270806721	SMP	1	690.27	500.07	690.27	500.07	
13270815054	SMP	1	700.18	416.03	700.18	416.03	
13270823477	SMP	1	696.53	415.13	696.53	415.13	
13270831730	SMP	1	699.14	564.54	699.14	564.54	
13270840101	SMP	1	696.90	457.62	696.90	457.62	
13270848479	SMP	1	694.53	561.02	694.53	561.02	
13270856845	SMP	1	695.62	545.70	695.62	545.70	
13270865095	SMP	1	694.11	511.32	694.11	511.32	
13270873469	SMP	1	692.93	524.45	692.93	524.45	
13270881844	SMP	1	691.29	520.81	691.29	520.81	
13270890172	SMP	1	688.03	524.87	688.03	524.87	
13270898470	SMP	1	682.80	535.22	682.80	535.22	
13270906799	SMP	1	691.84	524.97	691.84	524.97	
13270915218	SMP	1	701.04	537.77	701.04	537.77	
13270923470	SMP	1	807.06	525.52	807.06	525.52	
13270931847	SMP	1	689.13	650.31	689.13	650.31	
13270940222	SMP	1	0.00	0.00	0.00	0.00	
13270948599	SMP	1	0.00	0.00	0.00	0.00	
13270956850	SMP	1	0.00	0.00	0.00	0.00	
13270965217	SMP	1	0.00	0.00	0.00	0.00	
13270973576	SMP	1	0.00	0.00	0.00	0.00	
13270981967	SMP	1	0.00	0.00	0.00	0.00	
13270990220	SMP	1	0.00	0.00	0.00	0.00	
13270998592	SMP	1	0.00	0.00	0.00	0.00	
13271006970	SMP	1	0.00	0.00	0.00	0.00	
13271015345	SMP	1	0.00	0.00	0.00	0.00	
13271023572	SMP	1	0.00	0.00	0.00	0.00	
13271031986	SMP	1	0.00	0.00	0.00	0.00	
13271040376	SMP	1	0.00	0.00	0.00	0.00	
13271048845	SMP	1	0.00	0.00	0.00	0.00	
13271057001	SMP	1	0.00	0.00	0.00	0.00	
13271065368	SMP	1	0.00	0.00	0.00	0.00	
13271073769	SMP	1	0.00	0.00	0.00	0.00	
13271081993	SMP	1	0.00	0.00	0.00	0.00	
13271090371	SMP	1	0.00	0.00	0.00	0.00	
13271098746	SMP	1	0.00	0.00	0.00	0.00	
13271107123	SMP	1	0.00	0.00	0.00	0.00	
13271115348	SMP	1	0.00	0.00	0.00	0.00	
13271123730	SMP	1	0.00	0.00	0.00	0.00	
13271132072	SMP	1	0.00	0.00	0.00	0.00	
13271140522	SMP	1	0.00	0.00	0.00	0.00	
13271148740	SMP	1	0.00	0.00	0.00	0.00	
13271157099	SMP	1	0.00	0.00	0.00	0.00	
13271165470	SMP	1	0.00	0.00	0.00	0.00	
13271173841	SMP	1	0.00	0.00	0.00	0.00	
13271182037	SMP	1	0.00	0.00	0.00	0.00	
13271190501	SMP	1	0.00	0.00	0.00	0.00	
13271198846	SMP	1	0.00	0.00	0.00	0.00	
13271207061	SMP	1	0.00	0.00	0.00	0.00	
13271215475	SMP	1	0.00	0.00	0.00	0.00	
13271223845	SMP	1	0.00	0.00	0.00	0.00	
13271232258	SMP	1	0.00	0.00	0.00	0.00	
13271240495	SMP	1	0.00	0.00	0.00	0.00	
13271642390	MSG	1	# Message: elmo_tapping1.avi
13271649245	SMP	1	0.00	0.00	0.00	0.00	
13271657626	SMP	1	0.00	0.00	0.00	0.00	
13271665993	SMP	1	0.00	0.00	0.00	0.00	
13271674351	SMP	1	0.00	0.00	0.00	0.00	
