subid,age_group,trial_type,item_num,correct,rt
150116-08-sc,5,control_double,3vs1,1,2155
150116-08-sc,5,control_single,1vs1,1,2439
150116-08-sc,5,control_single,1vs1,1,2229
150116-08-sc,5,inference,3vs1,1,2051
150116-08-sc,5,control_single,1vs1,1,1481
150116-08-sc,5,control_double,2vs1,1,1291
150116-08-sc,5,inference,3vs1,1,1795
150116-08-sc,5,control_single,1vs1,1,1118
150116-09-sc,4,practice,NA,1,6309
150116-09-sc,4,practice,NA,1,3355
150116-09-sc,4,control_single,2vs2,1,5585
150116-09-sc,4,inference,2vs1,1,6897
150116-09-sc,4,control_double,3vs1,1,6028
150116-09-sc,4,control_single,2vs2,1,2915
150116-09-sc,4,inference,2vs1,0,4544
150116-09-sc,4,control_single,2vs2,1,3356
150116-09-sc,4,control_single,2vs2,1,5123
150116-09-sc,4,control_double,2vs1,1,6972
150116-09-sc,4,control_double,3vs1,1,2757
150116-09-sc,4,control_single,1vs1,1,3550
150116-09-sc,4,control_single,1vs1,1,5432
150116-09-sc,4,inference,3vs1,0,8247
150116-09-sc,4,control_single,1vs1,1,2787
150116-09-sc,4,control_double,2vs1,1,3422
150116-09-sc,4,inference,3vs1,0,4592
150116-09-sc,4,control_single,1vs1,1,2067
150116-10-sc,4,practice,NA,1,1532
150116-10-sc,4,practice,NA,1,2214
150116-10-sc,4,control_single,2vs2,1,2264
150116-10-sc,4,inference,3vs1,1,1833
150116-10-sc,4,control_double,3vs1,1,2340
150116-10-sc,4,control_single,1vs1,1,1342
150116-10-sc,4,inference,3vs1,1,6172
150116-10-sc,4,control_single,1vs1,1,2464
150116-10-sc,4,control_single,2vs2,1,2640
150116-10-sc,4,control_double,2vs1,1,1761
150116-10-sc,4,control_double,3vs1,1,2107
150116-10-sc,4,control_single,1vs1,1,1899
150116-10-sc,4,control_single,2vs2,1,1630
150116-10-sc,4,inference,2vs1,1,1640
150116-10-sc,4,control_single,1vs1,1,2844
150116-10-sc,4,control_double,2vs1,1,1773
150116-10-sc,4,inference,2vs1,1,2402
150116-10-sc,4,control_single,2vs2,1,1753
150116-11-sc,4,practice,NA,1,1763
150116-11-sc,4,practice,NA,1,1559
150116-11-sc,4,control_single,2vs2,1,1595
150116-11-sc,4,inference,2vs1,1,1419
150116-11-sc,4,control_double,3vs1,1,1564
150116-11-sc,4,control_single,2vs2,1,1191
150116-11-sc,4,inference,2vs1,1,1521
150116-11-sc,4,control_single,2vs2,1,1772
150116-11-sc,4,control_single,2vs2,1,1205
150116-11-sc,4,control_double,2vs1,1,1310
150116-11-sc,4,control_double,3vs1,1,1525
150116-11-sc,4,control_single,1vs1,1,1484
150116-11-sc,4,control_single,1vs1,1,849
150116-11-sc,4,inference,3vs1,1,1144
150116-11-sc,4,control_single,1vs1,1,1186
150116-11-sc,4,control_double,2vs1,1,2150
150116-11-sc,4,inference,3vs1,1,957
150116-11-sc,4,control_single,1vs1,1,1200
150116-12-sc,4,practice,NA,1,6214
150116-12-sc,4,practice,NA,1,2658
150116-12-sc,4,control_single,2vs2,1,2295
150116-12-sc,4,inference,3vs1,1,1890
150116-12-sc,4,control_double,3vs1,1,1751
150116-12-sc,4,control_single,1vs1,1,1183
150116-12-sc,4,inference,3vs1,1,1584
150116-12-sc,4,control_single,1vs1,1,1316
150116-12-sc,4,control_single,2vs2,1,1656
150116-12-sc,4,control_double,2vs1,1,1327
150116-12-sc,4,control_double,3vs1,1,1317
150116-12-sc,4,control_single,1vs1,1,1189
150116-12-sc,4,control_single,2vs2,1,1309
150116-12-sc,4,inference,2vs1,1,1219
150116-12-sc,4,control_single,1vs1,1,1254
150116-12-sc,4,control_double,2vs1,1,1386
150116-12-sc,4,inference,2vs1,1,1604
150116-12-sc,4,control_single,2vs2,1,1264
150116-13-sc,4,practice,NA,1,1339
150116-13-sc,4,practice,NA,0,524
150116-13-sc,4,control_single,2vs2,1,1252
150116-13-sc,4,inference,3vs1,0,1298
150116-13-sc,4,control_double,3vs1,1,3121
150116-13-sc,4,control_single,1vs1,1,1332
150116-13-sc,4,inference,3vs1,1,12939
150116-13-sc,4,control_single,1vs1,1,2077
150116-13-sc,4,control_single,2vs2,1,3260
150116-13-sc,4,control_double,2vs1,1,2292
150116-13-sc,4,control_double,3vs1,0,2848
150116-14-sc,3,practice,NA,1,5252
150116-14-sc,3,practice,NA,1,3003
150116-14-sc,3,control_single,2vs2,1,3069
150116-14-sc,3,inference,2vs1,1,2709
150116-14-sc,3,control_double,3vs1,1,2517
150116-14-sc,3,control_single,2vs2,1,2261
150116-14-sc,3,inference,2vs1,1,2761
150116-14-sc,3,control_single,2vs2,1,2166
150116-14-sc,3,control_single,2vs2,1,1689
150116-14-sc,3,control_double,2vs1,1,1545
150116-14-sc,3,control_double,3vs1,1,1937
150116-14-sc,3,control_single,1vs1,1,1982
150116-14-sc,3,control_single,1vs1,1,6650
150116-14-sc,3,inference,3vs1,1,1796
150116-14-sc,3,control_single,1vs1,1,1498
150116-14-sc,3,control_double,2vs1,1,2299
150116-14-sc,3,control_single,1vs1,1,4371
150116-14-sc,3,inference,3vs1,1,1441
150116-15-sc,3,practice,NA,1,5080
150116-15-sc,3,practice,NA,1,2196
150116-15-sc,3,control_single,2vs2,1,2294
150116-15-sc,3,inference,3vs1,1,3023
150116-15-sc,3,control_double,3vs1,1,2970
150116-15-sc,3,control_single,1vs1,1,2049
150116-15-sc,3,inference,3vs1,1,2529
150116-15-sc,3,control_single,1vs1,1,2829
150116-15-sc,3,control_single,2vs2,1,2601
150116-15-sc,3,control_double,2vs1,1,2995
150116-15-sc,3,control_double,3vs1,1,2355
150116-15-sc,3,control_single,1vs1,1,2265
150116-15-sc,3,control_single,2vs2,1,2214
150116-15-sc,3,inference,2vs1,1,1398
150116-15-sc,3,control_single,1vs1,1,6291
150116-16-sc,3,practice,NA,1,5078
150116-16-sc,3,practice,NA,1,3396
150116-16-sc,3,control_single,2vs2,1,2699
150116-16-sc,3,inference,2vs1,1,2426
150116-16-sc,3,control_double,3vs1,1,2318
150116-16-sc,3,control_single,2vs2,1,1727
150116-16-sc,3,inference,2vs1,1,1641
150116-16-sc,3,control_single,2vs2,1,3939
150116-16-sc,3,control_single,2vs2,1,2120
150116-16-sc,3,control_double,2vs1,1,1561
150116-16-sc,3,control_double,3vs1,1,2646
150116-16-sc,3,control_single,1vs1,1,1384
150116-16-sc,3,control_single,1vs1,1,1260
150116-16-sc,3,inference,3vs1,1,1978
150116-16-sc,3,control_single,1vs1,1,1672
150116-16-sc,3,control_double,2vs1,1,2268
150116-16-sc,3,inference,3vs1,1,1914
150116-16-sc,3,control_single,1vs1,1,1852
150116-17-sc,3,practice,NA,1,3021
150116-17-sc,3,practice,NA,1,2627
150116-17-sc,3,control_single,2vs2,1,1662
150116-17-sc,3,inference,3vs1,1,1505
150116-17-sc,3,control_double,3vs1,1,2177
150116-17-sc,3,control_single,1vs1,1,2665
150116-17-sc,3,inference,3vs1,0,3450
150116-17-sc,3,control_single,1vs1,1,1892
150116-17-sc,3,control_single,2vs2,1,1756
150116-17-sc,3,control_double,2vs1,1,1767
150116-17-sc,3,control_double,3vs1,1,1755
150116-17-sc,3,control_single,1vs1,1,1942
150116-17-sc,3,control_single,2vs2,1,1805
150116-17-sc,3,inference,2vs1,1,1933
150116-17-sc,3,control_single,1vs1,1,924
150116-17-sc,3,control_double,2vs1,1,2465
150116-17-sc,3,inference,2vs1,1,1348
150116-17-sc,3,control_single,2vs2,1,2743
150116-18-sc,2,practice,NA,1,8908
150116-18-sc,2,practice,NA,1,1717
150116-18-sc,2,control_single,2vs2,1,1795
150116-18-sc,2,inference,2vs1,0,1589
150116-18-sc,2,control_double,3vs1,1,5282
150116-18-sc,2,control_single,2vs2,1,1681
150116-18-sc,2,inference,2vs1,0,1461
150116-18-sc,2,control_single,2vs2,1,2115
150116-18-sc,2,control_single,2vs2,1,1115
150116-18-sc,2,control_double,2vs1,1,1702
150116-18-sc,2,control_double,3vs1,1,1643
150116-18-sc,2,control_single,1vs1,1,1614
150116-18-sc,2,control_single,1vs1,1,2013
150116-18-sc,2,inference,3vs1,1,1576
150116-18-sc,2,control_single,1vs1,1,7377
150116-18-sc,2,control_double,2vs1,1,1826
150116-18-sc,2,inference,3vs1,0,2091
150116-18-sc,2,control_single,1vs1,1,1347
150116-19-sc,3,practice,NA,1,3065
150116-19-sc,3,practice,NA,1,2085
150116-19-sc,3,control_single,2vs2,1,1909
150116-19-sc,3,inference,3vs1,1,2084
150116-19-sc,3,control_double,3vs1,1,4531
150116-19-sc,3,control_single,1vs1,1,1785
150116-19-sc,3,inference,3vs1,1,2763
150116-19-sc,3,control_single,1vs1,1,7068
150116-19-sc,3,control_single,2vs2,1,1345
150116-19-sc,3,control_double,2vs1,1,2188
150116-19-sc,3,control_double,3vs1,1,2411
150116-19-sc,3,control_single,1vs1,1,1550
150116-19-sc,3,control_single,2vs2,1,2345
150116-19-sc,3,inference,2vs1,1,1001
150116-19-sc,3,control_single,1vs1,0,1044
150116-19-sc,3,control_double,2vs1,1,1731
150116-19-sc,3,inference,2vs1,1,1675
150116-19-sc,3,control_single,2vs2,1,1815
150116-20-sc,4,practice,NA,1,3940
150116-20-sc,4,practice,NA,1,2842
150116-20-sc,4,control_single,2vs2,1,2373
150116-20-sc,4,inference,2vs1,0,12271
150116-20-sc,4,control_double,3vs1,1,9599
150116-20-sc,4,control_single,2vs2,1,6383
150116-20-sc,4,inference,2vs1,0,10469
150116-20-sc,4,control_single,2vs2,1,8767
150116-20-sc,4,control_single,2vs2,1,2032
150116-20-sc,4,control_double,2vs1,1,2158
150116-20-sc,4,control_double,3vs1,1,2528
150116-20-sc,4,control_single,1vs1,1,2344
150116-20-sc,4,control_single,1vs1,0,6751
150116-20-sc,4,inference,3vs1,1,1960
150116-20-sc,4,control_single,1vs1,1,6793
150116-20-sc,4,control_double,2vs1,0,5033
150116-20-sc,4,inference,3vs1,0,6411
150116-20-sc,4,control_single,1vs1,1,626
150116-21-sc,4,practice,NA,1,4963
150116-21-sc,4,practice,NA,1,5357
150116-21-sc,4,control_single,2vs2,1,2726
150116-21-sc,4,inference,3vs1,1,1851
150116-21-sc,4,control_double,3vs1,1,1299
150116-21-sc,4,control_single,1vs1,1,3450
150116-21-sc,4,inference,3vs1,1,3377
150116-21-sc,4,control_single,1vs1,1,1523
150116-21-sc,4,control_single,2vs2,1,2428
150116-21-sc,4,control_double,2vs1,1,3656
150116-21-sc,4,control_double,3vs1,1,1499
150116-21-sc,4,control_single,1vs1,1,1608
150116-21-sc,4,control_single,2vs2,1,2912
150116-21-sc,4,inference,2vs1,1,1131
150116-21-sc,4,control_single,1vs1,1,1222
150116-21-sc,4,control_double,2vs1,1,1101
150116-21-sc,4,inference,2vs1,1,1698
150116-21-sc,4,control_single,2vs2,1,1672
150116-22-sc,NA,practice,NA,1,5244
150116-22-sc,NA,practice,NA,1,2862
150116-22-sc,NA,control_single,2vs2,1,2340
150116-22-sc,NA,inference,2vs1,0,4203
150116-22-sc,NA,control_double,3vs1,1,1740
150116-22-sc,NA,control_single,2vs2,1,1331
150116-22-sc,NA,inference,2vs1,1,2043
150116-22-sc,NA,control_single,2vs2,1,2398
150116-22-sc,NA,control_single,2vs2,1,4761
150116-22-sc,NA,control_double,2vs1,0,2449
150116-22-sc,NA,control_double,3vs1,1,3448
150116-22-sc,NA,control_single,1vs1,1,1800
150116-22-sc,NA,control_single,1vs1,1,7858
150116-22-sc,NA,inference,3vs1,1,2008
150116-22-sc,NA,control_single,1vs1,1,1880
150116-22-sc,NA,control_double,2vs1,1,2627
150116-22-sc,NA,inference,3vs1,1,2274
150116-22-sc,NA,control_single,1vs1,1,2972
150120,NA,practice,NA,1,8459
150120,NA,practice,NA,1,2614
150120,NA,control_single,2vs2,1,1915
150120,NA,inference,3vs1,1,11966
150120,NA,control_double,3vs1,1,3542
150120,NA,control_single,1vs1,1,1841
150120,NA,inference,3vs1,1,1750
150120,NA,control_single,1vs1,1,1643
150120,NA,control_single,2vs2,1,2254
150120,NA,control_double,2vs1,1,1855
150120,NA,control_double,3vs1,1,1348
150120,NA,control_single,1vs1,1,1214
150120,NA,control_single,2vs2,1,1116
150120,NA,inference,2vs1,1,4050
150120,NA,control_single,1vs1,1,1291
150120,NA,control_double,2vs1,1,2156
150120,NA,inference,2vs1,1,1693
150120,NA,control_single,2vs2,1,1771
150120-01-sc,4,practice,NA,1,1898
150120-01-sc,4,practice,NA,1,1158
150120-01-sc,4,control_single,2vs2,1,2243
150120-01-sc,4,inference,2vs1,1,1840
150120-01-sc,4,control_double,3vs1,1,2692
150120-01-sc,4,control_single,2vs2,1,1503
150120-01-sc,4,inference,2vs1,1,2222
150120-01-sc,4,control_single,2vs2,1,2253
150120-01-sc,4,control_single,2vs2,1,1361
150120-01-sc,4,control_double,2vs1,1,3006
150120-01-sc,4,control_double,3vs1,0,2571
150120-01-sc,4,control_single,1vs1,1,3942
150120-01-sc,4,control_single,1vs1,1,3172
150120-01-sc,4,inference,3vs1,1,2083
150120-01-sc,4,control_single,1vs1,1,1552
150120-01-sc,4,control_double,2vs1,0,3168
150120-01-sc,4,inference,3vs1,1,2409
150120-01-sc,4,control_single,1vs1,0,1269
150120-03-sc,4,practice,NA,1,5699
150120-03-sc,4,practice,NA,1,2060
150120-03-sc,4,control_single,2vs2,1,1812
150120-03-sc,4,inference,3vs1,1,1463
150120-03-sc,4,control_double,3vs1,1,3009
150120-03-sc,4,control_single,1vs1,1,1988
150120-03-sc,4,inference,3vs1,1,5091
150120-03-sc,4,control_single,1vs1,1,1730
150120-03-sc,4,control_single,2vs2,1,1882
150120-03-sc,4,control_double,2vs1,1,2097
150120-03-sc,4,control_double,3vs1,1,1747
150120-03-sc,4,control_single,1vs1,1,1377
150120-03-sc,4,control_single,2vs2,1,2660
150120-03-sc,4,inference,2vs1,1,1629
150120-03-sc,4,control_single,1vs1,1,1495
150120-03-sc,4,control_double,2vs1,1,1533
150120-03-sc,4,inference,2vs1,0,2040
150120-03-sc,4,control_single,2vs2,1,1742
150120-04-sc,4,practice,NA,1,1730
150120-04-sc,4,practice,NA,1,984
150120-04-sc,4,control_single,2vs2,1,2152
150120-04-sc,4,inference,2vs1,1,2459
150120-04-sc,4,control_double,3vs1,0,1487
150120-04-sc,4,control_single,2vs2,0,1185
150120-04-sc,4,inference,2vs1,1,2724
150120-04-sc,4,control_single,2vs2,1,2077
150120-04-sc,4,control_single,2vs2,1,649
150120-04-sc,4,control_double,2vs1,1,1769
150120-04-sc,4,control_double,3vs1,1,2379
150120-04-sc,4,control_single,1vs1,1,1417
150120-04-sc,4,control_single,1vs1,1,1194
150120-04-sc,4,inference,3vs1,1,1355
150120-04-sc,4,control_single,1vs1,1,1049
150120-04-sc,4,control_double,2vs1,1,1024
150120-04-sc,4,inference,3vs1,1,1417
150120-04-sc,4,control_single,1vs1,1,994
150120-05-sc,3,practice,NA,0,4486
150120-05-sc,3,practice,NA,1,5249
150120-05-sc,3,control_single,2vs2,1,6768
150120-05-sc,3,inference,2vs1,1,3559
150120-05-sc,3,control_double,3vs1,1,3378
150120-05-sc,3,control_single,2vs2,1,2371
150120-05-sc,3,inference,2vs1,1,3165
150120-05-sc,3,control_single,2vs2,1,2720
150120-05-sc,3,control_single,2vs2,1,3924
150120-05-sc,3,control_double,2vs1,1,2384
150120-05-sc,3,control_double,3vs1,1,2412
150120-05-sc,3,control_single,1vs1,1,2864
150120-05-sc,3,control_single,1vs1,1,2280
150120-05-sc,3,inference,3vs1,1,2181
150120-05-sc,3,control_single,1vs1,1,2217
150120-05-sc,3,control_double,2vs1,1,2465
150120-05-sc,3,inference,3vs1,0,4096
150120-05-sc,3,control_single,1vs1,1,3570
150120-06-sc,4,practice,NA,1,2317
150120-06-sc,4,practice,NA,1,1672
150120-06-sc,4,control_single,2vs2,1,1469
150120-06-sc,4,inference,3vs1,1,2563
150120-06-sc,4,control_double,3vs1,1,2313
150120-06-sc,4,control_single,1vs1,1,1132
150120-06-sc,4,inference,3vs1,1,5311
150120-06-sc,4,control_single,1vs1,1,1637
150120-06-sc,4,control_single,2vs2,1,1523
150120-06-sc,4,control_double,2vs1,1,2188
150120-06-sc,4,control_double,3vs1,1,2040
150120-06-sc,4,control_single,1vs1,1,1504
150120-06-sc,4,control_single,2vs2,1,1815
150120-06-sc,4,inference,2vs1,1,1649
150120-06-sc,4,control_single,1vs1,1,1218
150120-06-sc,4,control_double,2vs1,1,4086
150120-06-sc,4,inference,2vs1,1,1225
150120-06-sc,4,control_single,2vs2,1,1746
150122-01-sc,4,practice,NA,1,4750
150122-01-sc,4,practice,NA,1,3200
150122-01-sc,4,control_single,2vs2,1,2740
150122-01-sc,4,inference,3vs1,1,3322
150122-01-sc,4,control_double,3vs1,1,4867
150122-01-sc,4,control_single,1vs1,1,1461
150122-01-sc,4,inference,3vs1,1,6829
150122-01-sc,4,control_single,1vs1,1,2527
150122-01-sc,4,control_single,2vs2,1,2202
150122-01-sc,4,control_double,2vs1,1,2251
150122-01-sc,4,control_double,3vs1,1,2209
150122-01-sc,4,control_single,1vs1,1,2107
150122-01-sc,4,control_single,2vs2,1,1681
150122-01-sc,4,inference,2vs1,1,2417
150122-01-sc,4,control_single,1vs1,1,1373
150122-01-sc,4,control_double,2vs1,1,1395
150122-01-sc,4,inference,2vs1,1,1984
150122-01-sc,4,control_single,2vs2,1,2259
150122-02-sc,4,practice,NA,1,2062
150122-02-sc,4,practice,NA,1,1608
150122-02-sc,4,control_single,2vs2,1,2493
150122-02-sc,4,inference,2vs1,1,8764
150122-02-sc,4,control_double,3vs1,1,2005
150122-02-sc,4,control_single,2vs2,1,1650
150122-02-sc,4,inference,2vs1,1,2622
150122-02-sc,4,control_single,2vs2,1,2230
150122-02-sc,4,control_single,2vs2,1,2059
150122-02-sc,4,control_double,2vs1,1,2524
150122-02-sc,4,control_double,3vs1,1,1789
150122-02-sc,4,control_single,1vs1,1,2407
150122-02-sc,4,control_single,1vs1,1,1670
150122-02-sc,4,inference,3vs1,1,2108
150122-02-sc,4,control_single,1vs1,1,3553
150122-02-sc,4,control_double,2vs1,1,2172
150122-02-sc,4,inference,3vs1,1,2967
150122-02-sc,4,control_single,1vs1,1,1847
150122-03-sc,3,practice,NA,1,3630
150122-03-sc,3,practice,NA,1,2012
150122-03-sc,3,control_single,2vs2,1,2436
150122-03-sc,3,inference,3vs1,1,3002
150122-03-sc,3,control_double,3vs1,1,3313
150122-03-sc,3,control_single,1vs1,1,7768
150122-03-sc,3,inference,3vs1,1,9019
150122-03-sc,3,control_single,1vs1,1,2404
150122-03-sc,3,control_single,2vs2,1,3186
150122-03-sc,3,control_double,2vs1,1,3443
150122-03-sc,3,control_double,3vs1,1,10206
150122-03-sc,3,control_single,1vs1,1,2578
150122-03-sc,3,control_single,2vs2,1,2594
150122-03-sc,3,inference,2vs1,0,7724
150122-03-sc,3,control_single,1vs1,1,1714
150122-03-sc,3,control_double,2vs1,1,3515
150122-03-sc,3,inference,2vs1,1,2729
150122-03-sc,3,control_single,2vs2,1,2032
150122-04-sc,4,practice,NA,1,3053
150122-04-sc,4,practice,NA,1,1548
150122-04-sc,4,control_single,2vs2,1,2091
150122-04-sc,4,inference,2vs1,1,3008
150122-04-sc,4,control_double,3vs1,1,1571
150122-04-sc,4,control_single,2vs2,1,1670
150122-04-sc,4,inference,2vs1,0,5524
150122-04-sc,4,control_single,2vs2,1,2439
150122-04-sc,4,control_single,2vs2,1,1890
150122-04-sc,4,control_double,2vs1,1,1560
150122-04-sc,4,control_double,3vs1,1,1997
150122-04-sc,4,control_single,1vs1,1,1401
150122-04-sc,4,control_single,1vs1,1,2599
150122-04-sc,4,inference,3vs1,1,1821
150122-04-sc,4,control_single,1vs1,1,4348
150122-04-sc,4,control_double,2vs1,1,3162
150122-04-sc,4,inference,3vs1,1,2170
150122-04-sc,4,control_single,1vs1,1,1828
150122-05-sc,4,practice,NA,1,5299
150122-05-sc,4,practice,NA,1,2170
150122-05-sc,4,control_single,2vs2,1,3050
150122-05-sc,4,inference,3vs1,1,1990
150122-05-sc,4,control_double,3vs1,1,3187
150122-05-sc,4,control_single,1vs1,1,1976
150122-05-sc,4,inference,3vs1,1,1445
150122-05-sc,4,control_single,1vs1,1,2541
150122-05-sc,4,control_single,2vs2,1,2187
150122-05-sc,4,control_double,2vs1,1,2023
150122-05-sc,4,control_double,3vs1,1,1819
150122-05-sc,4,control_single,1vs1,1,2257
150122-05-sc,4,control_single,2vs2,1,1787
150122-05-sc,4,inference,2vs1,1,3517
150122-05-sc,4,control_single,1vs1,1,1506
150122-05-sc,4,control_double,2vs1,1,2532
150122-05-sc,4,inference,2vs1,1,2435
150122-05-sc,4,control_single,2vs2,1,1392
150129-01-sc,4,practice,NA,1,4091
150129-01-sc,4,practice,NA,1,1526
150129-01-sc,4,control_single,2vs2,1,2200
150129-01-sc,4,inference,2vs1,1,2702
150129-01-sc,4,control_double,3vs1,1,2704
150129-01-sc,4,control_single,2vs2,1,1439
150129-01-sc,4,inference,2vs1,1,2122
150129-01-sc,4,control_single,2vs2,1,2873
150129-01-sc,4,control_single,2vs2,1,1726
150129-01-sc,4,control_double,2vs1,1,1392
150129-01-sc,4,control_double,3vs1,1,2094
150129-01-sc,4,control_single,1vs1,1,2034
150129-01-sc,4,control_single,1vs1,1,1782
150129-01-sc,4,inference,3vs1,1,2054
150129-01-sc,4,control_single,1vs1,1,1638
150129-01-sc,4,control_double,2vs1,0,4902
150129-01-sc,4,inference,3vs1,1,1683
150129-01-sc,4,control_single,1vs1,1,2881
150129-02-sc,4,practice,NA,1,6730
150129-02-sc,4,practice,NA,1,2916
150129-02-sc,4,control_single,2vs2,1,2679
150129-02-sc,4,inference,3vs1,1,3495
150129-02-sc,4,control_double,3vs1,1,3460
150129-02-sc,4,control_single,1vs1,1,2577
150129-02-sc,4,inference,3vs1,1,3056
150129-02-sc,4,control_single,1vs1,1,3259
150129-02-sc,4,control_single,2vs2,1,3254
150129-02-sc,4,control_double,2vs1,1,3218
150129-02-sc,4,control_double,3vs1,1,6913
150129-02-sc,4,control_single,1vs1,1,2600
150129-02-sc,4,control_single,2vs2,1,3095
150129-02-sc,4,inference,2vs1,1,2321
150129-02-sc,4,control_single,1vs1,1,4085
150129-02-sc,4,control_double,2vs1,1,2171
150129-02-sc,4,inference,2vs1,1,2084
150129-02-sc,4,control_single,2vs2,1,2431
150217,NA,practice,NA,1,1417
150217,NA,practice,NA,1,1345
150217,NA,control_single,2vs2,1,2772
150217,NA,inference,3vs1,1,2080
150217,NA,control_double,3vs1,1,2289
150217,NA,control_single,1vs1,1,1765
150217,NA,inference,3vs1,1,1807
150217,NA,control_single,1vs1,1,1216
150217,NA,control_single,2vs2,1,2003
150217,NA,control_double,2vs1,1,1573
150217,NA,control_double,3vs1,1,1675
150217,NA,control_single,1vs1,1,1473
150217,NA,control_single,2vs2,1,1624
150217,NA,inference,2vs1,1,1928
150217,NA,control_single,1vs1,1,1389
150217,NA,control_double,2vs1,1,1379
150217,NA,control_single,2vs2,1,1616
150219-01-sc,NA,practice,NA,1,5612
150219-01-sc,NA,practice,NA,1,9402
150219-01-sc,NA,control_single,2vs2,1,2458
150219-01-sc,NA,inference,2vs1,1,3227
150219-01-sc,NA,control_double,3vs1,1,2007
150219-01-sc,NA,control_single,2vs2,1,1819
150219-01-sc,NA,inference,2vs1,0,5535
150219-01-sc,NA,control_single,2vs2,1,1555
150219-01-sc,NA,control_single,2vs2,1,2300
150219-01-sc,NA,control_double,2vs1,1,1638
150219-01-sc,NA,control_double,3vs1,1,2700
150219-01-sc,NA,control_single,1vs1,1,1635
150219-01-sc,NA,control_single,1vs1,1,2226
150219-01-sc,NA,inference,3vs1,1,7177
150219-01-sc,NA,control_single,1vs1,0,6044
150219-01-sc,NA,control_double,2vs1,1,1138
150219-01-sc,NA,inference,3vs1,0,1622
150219-01-sc,NA,control_single,1vs1,1,1243
150219-02-sc,NA,practice,NA,1,6209
150219-02-sc,NA,practice,NA,1,1526
150219-02-sc,NA,control_single,2vs2,1,1494
150219-02-sc,NA,inference,3vs1,1,1197
150219-02-sc,NA,control_double,3vs1,1,1875
150219-02-sc,NA,control_single,1vs1,1,1027
150219-02-sc,NA,inference,3vs1,0,948
150219-02-sc,NA,control_single,1vs1,1,1059
150219-02-sc,NA,control_single,2vs2,1,1516
150219-02-sc,NA,control_double,2vs1,1,1696
150219-02-sc,NA,control_double,3vs1,1,735
150219-02-sc,NA,control_single,1vs1,1,1003
150219-02-sc,NA,control_single,2vs2,1,1354
150219-02-sc,NA,inference,2vs1,1,1405
150219-02-sc,NA,control_single,1vs1,1,1724
150219-02-sc,NA,control_double,2vs1,1,839
150219-02-sc,NA,inference,2vs1,1,2188
150219-02-sc,NA,control_single,2vs2,1,1943
150219-03-sc,NA,practice,NA,1,1380
150219-03-sc,NA,practice,NA,0,1159
150219-03-sc,NA,control_single,2vs2,1,1937
150219-03-sc,NA,inference,3vs1,1,2662
150219-03-sc,NA,control_double,3vs1,1,8755
150219-03-sc,NA,control_single,1vs1,1,1285
150219-03-sc,NA,inference,3vs1,0,9823
150219-03-sc,NA,control_single,1vs1,1,6209
150219-03-sc,NA,control_single,2vs2,1,1785
150219-03-sc,NA,control_double,2vs1,1,2000
150219-03-sc,NA,control_double,3vs1,1,2614
150219-03-sc,NA,control_single,1vs1,1,1985
150219-03-sc,NA,control_single,2vs2,1,3613
150219-03-sc,NA,inference,2vs1,1,3202
150219-03-sc,NA,control_single,1vs1,1,1098
150219-03-sc,NA,control_double,2vs1,1,2858
150219-03-sc,NA,inference,2vs1,1,1229
150219-03-sc,NA,control_single,2vs2,1,2744
150219-04-sc,NA,practice,NA,1,8442
150219-04-sc,NA,practice,NA,1,3786
150219-04-sc,NA,control_single,2vs2,1,2880
150219-04-sc,NA,inference,2vs1,1,2594
150219-04-sc,NA,control_double,3vs1,1,2579
150219-04-sc,NA,control_single,2vs2,1,2373
150219-04-sc,NA,inference,2vs1,1,2499
150219-04-sc,NA,control_single,2vs2,1,2125
150219-04-sc,NA,control_single,2vs2,1,1741
150219-04-sc,NA,control_double,2vs1,1,2109
150219-04-sc,NA,control_double,3vs1,1,1429
150219-04-sc,NA,control_single,1vs1,1,1389
150219-04-sc,NA,control_single,1vs1,1,2698
150219-04-sc,NA,inference,3vs1,0,4329
150219-04-sc,NA,control_single,1vs1,1,1572
150219-04-sc,NA,control_double,2vs1,1,1429
150219-04-sc,NA,inference,3vs1,0,5367
150219-04-sc,NA,control_single,1vs1,1,1292
150219-05-sc,NA,practice,NA,1,6958
150219-05-sc,NA,practice,NA,1,1314
150219-05-sc,NA,control_single,2vs2,1,1814
150219-05-sc,NA,inference,3vs1,1,5092
150219-05-sc,NA,control_double,3vs1,1,2268
150219-05-sc,NA,control_single,1vs1,1,1786
150219-05-sc,NA,inference,3vs1,0,4107
150219-05-sc,NA,control_single,1vs1,1,1851
150219-05-sc,NA,control_single,2vs2,1,1745
150219-05-sc,NA,control_double,2vs1,1,2833
150219-05-sc,NA,practice,NA,1,2995
150219-05-sc,NA,practice,NA,1,1355
150219-05-sc,NA,control_single,2vs2,1,1705
150219-05-sc,NA,inference,2vs1,1,2803
150219-05-sc,NA,control_double,3vs1,1,1597
150219-05-sc,NA,control_single,2vs2,1,1879
150219-05-sc,NA,inference,2vs1,0,2619
150219-05-sc,NA,control_single,2vs2,1,1687
150219-05-sc,NA,control_single,2vs2,1,1775
150219-05-sc,NA,control_double,2vs1,1,1898
150219-05-sc,NA,control_double,3vs1,1,2585
150219-05-sc,NA,control_single,1vs1,1,1352
150219-05-sc,NA,control_single,1vs1,1,2442
150219-05-sc,NA,inference,3vs1,1,2596
