subid,age_group,trial_type,item_num,correct,rt
150219-05-sc,NA,control_single,1vs1,1,2308
150219-05-sc,NA,control_double,2vs1,1,2503
150219-05-sc,NA,inference,3vs1,1,1949
150219-05-sc,NA,control_single,1vs1,1,1162
150219-06-sc,NA,practice,NA,1,2780
150219-06-sc,NA,practice,NA,1,1707
150219-06-sc,NA,control_single,2vs2,1,2174
150219-06-sc,NA,inference,3vs1,1,2552
150219-06-sc,NA,control_double,3vs1,1,4111
150219-06-sc,NA,control_single,1vs1,1,1894
150219-06-sc,NA,inference,3vs1,1,6432
150219-06-sc,NA,control_single,1vs1,0,2380
150219-06-sc,NA,control_single,2vs2,1,2015
150219-06-sc,NA,control_double,2vs1,1,1978
150219-06-sc,NA,control_double,3vs1,1,1780
150219-06-sc,NA,control_single,1vs1,1,2003
150219-06-sc,NA,control_single,2vs2,1,1575
150219-06-sc,NA,inference,2vs1,1,2648
150219-06-sc,NA,control_single,1vs1,1,1720
150219-06-sc,NA,control_double,2vs1,1,1367
150219-06-sc,NA,inference,2vs1,0,3279
150219-06-sc,NA,control_single,2vs2,1,1403
404111,NA,practice,NA,1,2061
404111,NA,practice,NA,1,1339
404111,NA,control_single,2vs2,1,2013
404111,NA,inference,3vs1,1,5160
404111,NA,control_double,3vs1,1,2249
404111,NA,control_single,1vs1,1,1257
404111,NA,inference,3vs1,1,2253
404111,NA,control_single,1vs1,1,1695
404111,NA,control_single,2vs2,1,1803
404111,NA,control_double,2vs1,1,2288
404111,NA,control_double,3vs1,1,2179
404111,NA,control_single,1vs1,1,2294
404111,NA,control_single,2vs2,1,1660
404111,NA,inference,2vs1,1,2103
404111,NA,control_single,1vs1,1,1416
404111,NA,control_double,2vs1,1,1595
404111,NA,inference,2vs1,1,4808
404111,NA,control_single,2vs2,1,2394
404112,NA,practice,NA,1,5239
404112,NA,practice,NA,1,1572
404112,NA,control_single,2vs2,1,3022
404112,NA,inference,3vs1,1,2239
404112,NA,control_double,3vs1,1,3325
404112,NA,control_single,1vs1,1,1760
404112,NA,inference,3vs1,1,2298
404112,NA,control_single,1vs1,1,3262
404112,NA,control_single,2vs2,1,1854
404112,NA,control_double,2vs1,1,2646
404112,NA,control_double,3vs1,1,1797
404112,NA,control_single,1vs1,1,3882
404112,NA,control_single,2vs2,1,1868
404112,NA,inference,2vs1,1,2522
404112,NA,control_single,1vs1,1,2185
404112,NA,control_double,2vs1,1,2546
404112,NA,inference,2vs1,1,1994
404112,NA,control_single,2vs2,1,3178
Gs0529091,NA,practice,NA,1,3302
Gs0529091,NA,practice,NA,1,1948
Gs0529091,NA,control_single,2vs2,1,3027
Gs0529091,NA,inference,3vs1,1,1532
Gs0529091,NA,control_double,3vs1,1,2612
Gs0529091,NA,control_single,1vs1,1,2164
Gs0529091,NA,inference,3vs1,1,2062
Gs0529091,NA,control_single,1vs1,1,2730
Gs0529091,NA,control_single,2vs2,1,3241
Gs0529091,NA,control_double,2vs1,1,6119
Gs0529091,NA,control_double,3vs1,1,1316
Gs0529091,NA,control_single,1vs1,1,3068
Gs0529091,NA,control_single,2vs2,1,3720
Gs0529091,NA,inference,2vs1,1,2469
Gs0529091,NA,control_single,1vs1,0,3197
Gs0529091,NA,control_double,2vs1,1,2077
Gs0529091,NA,inference,2vs1,1,1400
Gs0529091,NA,control_single,2vs2,1,2268
150420-01-sc,NA,practice,NA,1,2964
150420-01-sc,NA,practice,NA,1,1860
150420-01-sc,NA,control_single,2vs2,1,2607
150420-01-sc,NA,inference,3vs1,1,1927
150420-01-sc,NA,control_single,1vs1,1,1683
150420-01-sc,NA,inference,3vs1,1,1244
150420-01-sc,NA,control_single,1vs1,1,3627
150420-01-sc,NA,control_single,2vs2,0,4618
150420-01-sc,NA,control_double,2vs1,0,2878
150420-01-sc,NA,control_double,3vs1,0,5660
150420-01-sc,NA,control_single,1vs1,1,2046
150420-01-sc,NA,control_single,2vs2,0,709
150420-01-sc,NA,inference,2vs1,1,3921
150420-01-sc,NA,control_single,1vs1,0,3395
150420-01-sc,NA,control_double,2vs1,1,2955
150420-01-sc,NA,inference,2vs1,1,1624
150420-01-sc,NA,control_single,2vs2,0,2408
150420-02-sc,3,practice,NA,0,1476
150420-02-sc,3,practice,NA,0,1027
150420-02-sc,3,control_single,2vs2,1,4331
150420-02-sc,3,inference,3vs1,0,1638
150420-02-sc,3,control_double,3vs1,1,5366
150420-02-sc,3,control_single,1vs1,1,1752
150420-02-sc,3,inference,3vs1,1,5381
150420-02-sc,3,control_single,1vs1,1,3604
150420-02-sc,3,control_single,2vs2,1,2553
150420-02-sc,3,control_double,2vs1,1,2258
150420-02-sc,3,control_double,3vs1,1,1859
150420-02-sc,3,control_single,1vs1,1,2008
150420-02-sc,3,control_single,2vs2,1,2230
150420-02-sc,3,inference,2vs1,1,7521
150420-02-sc,3,control_single,1vs1,1,1711
150420-02-sc,3,control_double,2vs1,1,1984
150420-02-sc,3,inference,2vs1,1,2423
150420-02-sc,3,control_single,2vs2,1,2825
150420-03-sc,5,practice,NA,1,2244
150420-03-sc,5,practice,NA,1,1359
150420-03-sc,5,control_single,2vs2,1,1519
150420-03-sc,5,inference,3vs1,1,2663
150420-03-sc,5,control_double,3vs1,0,2458
150420-03-sc,5,control_single,1vs1,1,1069
150420-03-sc,5,inference,3vs1,1,1211
150420-03-sc,5,control_single,1vs1,1,1909
150420-03-sc,5,control_single,2vs2,1,1790
150420-03-sc,5,control_double,2vs1,1,2256
150420-03-sc,5,control_double,3vs1,1,1504
150420-03-sc,5,control_single,1vs1,1,1456
150420-03-sc,5,control_single,2vs2,1,1535
150420-03-sc,5,inference,2vs1,1,1274
150420-03-sc,5,control_single,1vs1,1,1327
150420-03-sc,5,control_double,2vs1,1,1469
150420-03-sc,5,inference,2vs1,1,1837
150420-03-sc,5,control_single,2vs2,1,1860
150420-04-sc,5,practice,NA,1,5507
150420-04-sc,5,practice,NA,1,1598
150420-04-sc,5,control_single,2vs2,0,2200
150420-04-sc,5,inference,3vs1,1,2422
150420-04-sc,5,control_double,3vs1,1,2608
150420-04-sc,5,control_single,1vs1,1,1758
150420-04-sc,5,inference,3vs1,1,2367
150420-04-sc,5,control_single,1vs1,1,2892
150420-04-sc,5,control_single,2vs2,1,2397
150420-04-sc,5,control_double,2vs1,1,1629
150420-04-sc,5,control_double,3vs1,1,1629
150420-04-sc,5,control_single,1vs1,1,1203
150420-04-sc,5,control_single,2vs2,1,2362
150420-04-sc,5,inference,2vs1,1,4646
150420-04-sc,5,control_double,2vs1,1,1852
150420-04-sc,5,inference,2vs1,1,4773
150420-04-sc,5,control_single,2vs2,1,2133
150420-05-sc,4,practice,NA,1,1864
150420-05-sc,4,practice,NA,1,1511
150420-05-sc,4,control_single,2vs2,1,3319
150420-05-sc,4,inference,3vs1,1,2093
150420-05-sc,4,control_double,3vs1,1,2318
150420-05-sc,4,control_single,1vs1,1,1141
150420-05-sc,4,inference,3vs1,1,9206
150420-05-sc,4,control_single,1vs1,1,2025
150420-05-sc,4,control_single,2vs2,1,2322
150420-05-sc,4,control_double,2vs1,1,1408
150420-05-sc,4,control_double,3vs1,0,701
150420-05-sc,4,control_single,1vs1,1,953
150420-05-sc,4,control_single,2vs2,1,1662
150420-05-sc,4,inference,2vs1,1,3105
150420-05-sc,4,control_single,1vs1,1,2565
150420-05-sc,4,control_double,2vs1,1,1423
150420-05-sc,4,inference,2vs1,1,1702
150420-05-sc,4,control_single,2vs2,1,1353
150420-06-sc,4,practice,NA,1,9538
150420-06-sc,4,practice,NA,1,2646
150420-06-sc,4,control_single,2vs2,1,3091
150420-06-sc,4,inference,3vs1,1,5006
150420-06-sc,4,control_double,3vs1,1,3126
150420-06-sc,4,control_single,1vs1,1,2161
150420-06-sc,4,inference,3vs1,1,3898
150420-06-sc,4,control_single,1vs1,1,4297
150420-06-sc,4,control_single,2vs2,1,2553
150420-06-sc,4,control_double,2vs1,1,2243
150420-06-sc,4,control_double,3vs1,1,2388
150420-06-sc,4,control_single,1vs1,1,2524
150420-06-sc,4,control_single,2vs2,1,2229
150420-06-sc,4,inference,2vs1,1,2837
150420-06-sc,4,control_single,1vs1,1,4224
150420-06-sc,4,control_double,2vs1,1,2381
150420-06-sc,4,inference,2vs1,1,3338
150420-06-sc,4,control_single,2vs2,1,3028
150424-01-sc,5,practice,NA,1,1771
150424-01-sc,5,practice,NA,1,1371
150424-01-sc,5,control_single,2vs2,1,1668
150424-01-sc,5,inference,3vs1,0,3427
150424-01-sc,5,control_double,3vs1,1,2436
150424-01-sc,5,control_single,1vs1,1,1603
150424-01-sc,5,inference,3vs1,1,2356
150424-01-sc,5,control_single,1vs1,1,1609
150424-01-sc,5,control_single,2vs2,1,2165
150424-01-sc,5,control_double,2vs1,1,2890
150424-01-sc,5,control_double,3vs1,1,1483
150424-01-sc,5,control_single,1vs1,1,1682
150424-01-sc,5,control_single,2vs2,1,2023
150424-01-sc,5,inference,2vs1,1,1597
150424-01-sc,5,control_single,1vs1,1,1395
150424-01-sc,5,control_double,2vs1,1,1536
150424-01-sc,5,inference,2vs1,1,1265
150424-01-sc,5,control_single,2vs2,1,1990
150424-02-sc,5,practice,NA,1,1729
150424-02-sc,5,practice,NA,1,1534
150424-02-sc,5,control_single,2vs2,1,1771
150424-02-sc,5,inference,3vs1,1,2090
150424-02-sc,5,control_double,3vs1,1,1997
150424-02-sc,5,control_single,1vs1,1,1311
150424-02-sc,5,inference,3vs1,1,3288
150424-02-sc,5,control_single,1vs1,1,2141
150424-02-sc,5,control_single,2vs2,1,2708
150424-02-sc,5,control_double,2vs1,1,2190
150424-02-sc,5,control_double,3vs1,1,2716
150424-02-sc,5,control_single,1vs1,1,1709
150424-02-sc,5,control_single,2vs2,1,1527
150424-02-sc,5,inference,2vs1,1,2196
150424-02-sc,5,control_single,1vs1,1,1174
150424-02-sc,5,control_double,2vs1,1,1289
150424-02-sc,5,inference,2vs1,1,4438
150424-02-sc,5,control_single,2vs2,1,1967
150424-03-sc,4,control_single,2vs2,1,3542
150424-03-sc,4,inference,3vs1,1,8809
150424-03-sc,4,control_double,3vs1,1,4462
150424-03-sc,4,control_single,1vs1,1,8931
150424-03-sc,4,inference,3vs1,1,4004
150424-03-sc,4,control_single,1vs1,1,1714
150424-03-sc,4,control_single,2vs2,1,2613
150424-03-sc,4,control_double,2vs1,1,2184
150424-03-sc,4,control_double,3vs1,1,1799
150424-03-sc,4,control_single,1vs1,1,1710
150424-03-sc,4,control_single,2vs2,1,3319
150424-03-sc,4,inference,2vs1,1,9152
150424-03-sc,4,control_single,1vs1,1,1848
150424-03-sc,4,control_double,2vs1,1,2427
150513-01-sc,2,practice,NA,1,2956
150513-01-sc,2,practice,NA,1,1469
150513-01-sc,2,control_single,2vs2,1,1806
150513-02-sc,3,practice,NA,1,2357
150513-02-sc,3,practice,NA,1,1960
150513-02-sc,3,control_single,2vs2,1,2256
150513-02-sc,3,inference,3vs1,1,4062
150513-02-sc,3,control_single,1vs1,1,1798
150518-01-sc,2,practice,NA,1,12010
150518-01-sc,2,control_single,2vs2,1,3085
150518-01-sc,2,inference,3vs1,0,1566
150518-01-sc,2,control_double,3vs1,1,8932
150518-01-sc,2,control_single,1vs1,0,5387
150518-01-sc,2,inference,3vs1,1,5064
150518-01-sc,2,control_single,1vs1,1,3884
150518-01-sc,2,control_single,2vs2,0,2928
150518-01-sc,2,control_double,2vs1,0,6709
150518-01-sc,2,control_double,3vs1,0,3419
150518-01-sc,2,control_single,1vs1,0,3813
150518-01-sc,2,control_single,2vs2,1,4762
150518-01-sc,2,inference,2vs1,1,11541
150518-01-sc,2,control_single,1vs1,0,12075
150518-01-sc,2,control_double,2vs1,1,6329
150520-01-sc,3,practice,NA,1,6720
150520-01-sc,3,practice,NA,1,1816
150520-01-sc,3,control_single,2vs2,1,2318
150520-01-sc,3,inference,3vs1,1,1821
150520-01-sc,3,control_double,3vs1,1,2320
150520-01-sc,3,control_single,1vs1,1,1919
150520-01-sc,3,inference,3vs1,1,4447
150520-01-sc,3,control_single,1vs1,1,2740
150520-01-sc,3,control_single,2vs2,1,1993
150520-01-sc,3,control_double,2vs1,1,2602
150520-01-sc,3,control_double,3vs1,0,10670
150520-01-sc,3,control_single,1vs1,1,2020
150520-01-sc,3,control_single,2vs2,1,1488
150520-01-sc,3,inference,2vs1,1,4606
150520-01-sc,3,control_single,1vs1,1,5888
150520-02-sc,3,practice,NA,1,3816
150520-02-sc,3,control_single,2vs2,1,6616
150520-02-sc,3,inference,3vs1,1,3608
150520-02-sc,3,control_double,3vs1,1,3880
150520-02-sc,3,control_single,1vs1,0,2348
150520-02-sc,3,inference,3vs1,0,4029
150520-02-sc,3,control_single,1vs1,1,4628
150520-02-sc,3,control_single,2vs2,0,2775
150520-02-sc,3,control_double,2vs1,0,2141
150520-02-sc,3,control_double,3vs1,0,3475
150520-02-sc,3,control_single,1vs1,1,2526
150520-02-sc,3,control_single,2vs2,1,2692
150520-02-sc,3,inference,2vs1,1,2702
150520-02-sc,3,control_single,1vs1,0,3042
150520-02-sc,3,control_double,2vs1,0,2466
150520-02-sc,3,inference,2vs1,0,12275
150520-02-sc,3,control_single,2vs2,0,5691
150520-03-sc,3,practice,NA,1,2704
150520-03-sc,3,practice,NA,1,2107
150520-03-sc,3,control_single,2vs2,1,2250
150520-03-sc,3,inference,3vs1,0,2413
150520-03-sc,3,control_double,3vs1,1,4439
150520-03-sc,3,control_single,1vs1,1,2435
150520-03-sc,3,inference,3vs1,0,2377
150520-03-sc,3,control_single,1vs1,1,2020
150520-03-sc,3,control_single,2vs2,1,3256
150520-03-sc,3,control_double,2vs1,1,2286
150520-03-sc,3,control_double,3vs1,1,3261
150520-03-sc,3,control_single,1vs1,1,1460
150520-03-sc,3,control_single,2vs2,1,5710
150520-03-sc,3,inference,2vs1,1,3538
150520-03-sc,3,control_single,1vs1,1,2201
150520-03-sc,3,control_double,2vs1,1,2513
150520-03-sc,3,inference,2vs1,1,2656
150520-03-sc,3,control_single,2vs2,1,1749
