"subid","list","trial_num","word","pic1","pic2","trial_type","pic1type","pic2type","side_clicked","pic_clicked","correct","datetesting","time","rt","item_num","V17","keep_drop","expt","age_group","English"
"150109-07",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","R","bert_bicycle2","N","1/9/15","11:59",7664,"3vs1",NA,NA,NA,NA,NA
"150109-07",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/9/15","11:59",5285,"2vs2",NA,NA,NA,NA,NA
"150109-07",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","R","grover_truck2","N","1/9/15","11:59",4333,"2vs1",NA,NA,NA,NA,NA
"150109-07",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/9/15","11:59",2722,"2vs2",NA,NA,NA,NA,NA
"150109-07",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","R","grover_bicycle2","N","1/9/15","11:59",4892,"2vs2",NA,NA,NA,NA,NA
"150109-07",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/9/15","11:59",3064,"2vs1",NA,NA,NA,NA,NA
"150109-07",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","R","ernie_orange2","N","1/9/15","11:59",2943,"3vs1",NA,NA,NA,NA,NA
"150109-07",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","R","bert_carrot2","N","1/9/15","11:59",2675,"1vs1",NA,NA,NA,NA,NA
"150109-07",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/9/15","11:59",2724,"1vs1",NA,NA,NA,NA,NA
"150109-07",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","L","grover_teddybear2","N","1/9/15","11:59",3131,"3vs1",NA,NA,NA,NA,NA
"150109-07",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/9/15","11:59",2094,"1vs1",NA,NA,NA,NA,NA
"150109-07",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/9/15","11:59",390,"2vs1",NA,NA,NA,NA,NA
"150109-07",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/9/15","11:59",3344,"3vs1",NA,NA,NA,NA,NA
"150109-07",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/9/15","11:59",3497,"1vs1",NA,NA,NA,NA,NA
"150109-08",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/9/15","12:18",2438,NA,NA,NA,NA,NA,NA
"150109-08",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/9/15","12:18",1618,NA,NA,NA,NA,NA,NA
"150109-08",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/9/15","12:18",2928,"2vs2",NA,NA,NA,NA,NA
"150109-08",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","R","bert_dog2","Y","1/9/15","12:18",2619,"2vs1",NA,NA,NA,NA,NA
"150109-08",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/9/15","12:18",1278,"3vs1",NA,NA,NA,NA,NA
"150109-08",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/9/15","12:18",1074,"2vs2",NA,NA,NA,NA,NA
"150109-08",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","L","grover_ball2","Y","1/9/15","12:18",1850,"2vs1",NA,NA,NA,NA,NA
"150109-08",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/9/15","12:18",1281,"2vs2",NA,NA,NA,NA,NA
"150109-08",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/9/15","12:18",1353,"2vs2",NA,NA,NA,NA,NA
"150109-08",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/9/15","12:18",1591,"2vs1",NA,NA,NA,NA,NA
"150109-08",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/9/15","12:18",1895,"3vs1",NA,NA,NA,NA,NA
"150109-08",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/9/15","12:18",1425,"1vs1",NA,NA,NA,NA,NA
"150109-08",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/9/15","12:18",1158,"1vs1",NA,NA,NA,NA,NA
"150109-08",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/9/15","12:18",1644,"3vs1",NA,NA,NA,NA,NA
"150109-08",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/9/15","12:18",1594,"1vs1",NA,NA,NA,NA,NA
"150109-08",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/9/15","12:18",1502,"2vs1",NA,NA,NA,NA,NA
"150109-08",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/9/15","12:18",1928,"3vs1",NA,NA,NA,NA,NA
"150109-08",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/9/15","12:18",1573,"1vs1",NA,NA,NA,NA,NA
"150115-01-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/8/15","9:18",1635,NA,NA,"keep","ipad","4",6
"150115-01-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/8/15","9:18",1446,NA,NA,"keep","ipad","4",6
"150115-01-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/8/15","9:18",1624,"2vs2",NA,"keep","ipad","4",6
"150115-01-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","R","bert_dog2","Y","1/8/15","9:18",2199,"2vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/8/15","9:18",1975,"3vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/8/15","9:18",1573,"2vs2",NA,"keep","ipad","4",6
"150115-01-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","L","grover_ball2","Y","1/8/15","9:18",1855,"2vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/8/15","9:18",1187,"2vs2",NA,"keep","ipad","4",6
"150115-01-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/8/15","9:18",1900,"2vs2",NA,"keep","ipad","4",6
"150115-01-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/8/15","9:18",1545,"2vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/8/15","9:18",2266,"3vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/8/15","9:18",1481,"1vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/8/15","9:18",2065,"1vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/8/15","9:18",1343,"3vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/8/15","9:18",1319,"1vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/8/15","9:18",1107,"2vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/8/15","9:18",1513,"3vs1",NA,"keep","ipad","4",6
"150115-01-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/8/15","9:18",2144,"1vs1",NA,"keep","ipad","4",6
"150115-02-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/15/15","13:38",6726,NA,NA,"keep","ipad","3",6
"150115-02-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/15/15","13:38",8991,NA,NA,"keep","ipad","3",6
"150115-02-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/15/15","13:38",3393,"2vs2",NA,"keep","ipad","3",6
"150115-02-sc",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/15/15","13:38",11699,"3vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/15/15","13:38",3135,"3vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","L","elmo_banana","Y","1/15/15","13:38",2178,"1vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","R","grover_bicycle","N","1/15/15","13:38",8961,"3vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/15/15","13:38",1771,"1vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/15/15","13:38",2663,"2vs2",NA,"keep","ipad","3",6
"150115-02-sc",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/15/15","13:38",2975,"2vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/15/15","13:38",2144,"3vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/15/15","13:38",3067,"1vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,13,"bert_bicycle","bert_car","bert_bicycle","control_single","distractor","target","R","bert_bicycle","Y","1/15/15","13:38",2127,"2vs2",NA,"keep","ipad","3",6
"150115-02-sc",1,14,"bert_carrot","bert_banana","bert_carrot","inference","distractor","target","R","bert_carrot","Y","1/15/15","13:38",4926,"2vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,15,"ernie_car","ernie_car","ernie_bicycle","control_single","target","distractor","L","ernie_car","Y","1/15/15","13:38",9185,"1vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,16,"grover_orange","grover_apple","grover_orange","control_double","distractor","target","R","grover_orange","Y","1/15/15","13:38",2162,"2vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,17,"ernie_teddybear","ernie_flower","ernie_teddybear","inference","distractor","target","R","ernie_teddybear","Y","1/15/15","13:38",1326,"2vs1",NA,"keep","ipad","3",6
"150115-02-sc",1,18,"grover_ball","grover_ball","grover_truck","control_single","target","distractor","L","grover_ball","Y","1/15/15","13:38",5135,"2vs2",NA,"keep","ipad","3",6
"150115-03-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/15/15","13:58",5666,NA,NA,"keep","ipad","5",6
"150115-03-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/15/15","13:58",3745,NA,NA,"keep","ipad","5",6
"150115-03-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/15/15","13:58",2430,"2vs2",NA,"keep","ipad","5",6
"150115-03-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","R","bert_dog2","Y","1/15/15","13:58",3677,"2vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/15/15","13:58",1489,"3vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/15/15","13:58",1434,"2vs2",NA,"keep","ipad","5",6
"150115-03-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","L","grover_ball2","Y","1/15/15","13:58",3401,"2vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/15/15","13:58",1940,"2vs2",NA,"keep","ipad","5",6
"150115-03-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/15/15","13:58",1312,"2vs2",NA,"keep","ipad","5",6
"150115-03-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/15/15","13:58",2084,"2vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/15/15","13:58",2352,"3vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/15/15","13:58",1611,"1vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/15/15","13:58",1891,"1vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/15/15","13:58",2447,"3vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/15/15","13:58",1883,"1vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/15/15","13:58",1703,"2vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/15/15","13:58",2887,"3vs1",NA,"keep","ipad","5",6
"150115-03-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/15/15","13:58",1479,"1vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/15/15","14:05",1902,NA,NA,"keep","ipad","5",6
"150115-04-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/15/15","14:05",1427,NA,NA,"keep","ipad","5",6
"150115-04-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/15/15","14:05",1783,"2vs2",NA,"keep","ipad","5",6
"150115-04-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","R","bert_dog2","Y","1/15/15","14:05",2061,"2vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/15/15","14:05",1981,"3vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/15/15","14:05",1742,"2vs2",NA,"keep","ipad","5",6
"150115-04-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","L","grover_ball2","Y","1/15/15","14:05",4076,"2vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/15/15","14:05",2198,"2vs2",NA,"keep","ipad","5",6
"150115-04-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/15/15","14:05",4305,"2vs2",NA,"keep","ipad","5",6
"150115-04-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/15/15","14:05",3492,"2vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/15/15","14:05",2210,"3vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/15/15","14:05",2316,"1vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/15/15","14:05",3535,"1vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/15/15","14:05",3281,"3vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/15/15","14:05",1705,"1vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/15/15","14:05",2287,"2vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/15/15","14:05",1879,"3vs1",NA,"keep","ipad","5",6
"150115-04-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/15/15","14:05",1391,"1vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/15/15","14:12",1871,NA,NA,"keep","ipad","5",6
"150115-05-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/15/15","14:12",1765,NA,NA,"keep","ipad","5",6
"150115-05-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/15/15","14:12",1937,"2vs2",NA,"keep","ipad","5",6
"150115-05-sc",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/15/15","14:12",1768,"3vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/15/15","14:12",3864,"3vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","R","elmo_carrot","N","1/15/15","14:12",2115,"1vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","L","grover_car","Y","1/15/15","14:12",1718,"3vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/15/15","14:12",1777,"1vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/15/15","14:12",1539,"2vs2",NA,"keep","ipad","5",6
"150115-05-sc",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/15/15","14:12",1316,"2vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/15/15","14:12",1547,"3vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/15/15","14:12",1462,"1vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,13,"bert_bicycle","bert_car","bert_bicycle","control_single","distractor","target","R","bert_bicycle","Y","1/15/15","14:12",3259,"2vs2",NA,"keep","ipad","5",6
"150115-05-sc",1,14,"bert_carrot","bert_banana","bert_carrot","inference","distractor","target","R","bert_carrot","Y","1/15/15","14:12",19311,"2vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,15,"ernie_car","ernie_car","ernie_bicycle","control_single","target","distractor","L","ernie_car","Y","1/15/15","14:12",1776,"1vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,16,"grover_orange","grover_apple","grover_orange","control_double","distractor","target","L","grover_apple","N","1/15/15","14:12",3550,"2vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,17,"ernie_teddybear","ernie_flower","ernie_teddybear","inference","distractor","target","R","ernie_teddybear","Y","1/15/15","14:12",2255,"2vs1",NA,"keep","ipad","5",6
"150115-05-sc",1,18,"grover_ball","grover_ball","grover_truck","control_single","target","distractor","L","grover_ball","Y","1/15/15","14:12",1734,"2vs2",NA,"keep","ipad","5",6
"150115-06-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","L","practice1_cow","N","1/15/15","15:12",5138,NA,NA,"keep","ipad","4",6
"150115-06-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/15/15","15:12",1397,NA,NA,"keep","ipad","4",6
"150115-06-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","L","grover_apple2","N","1/15/15","15:12",1576,"2vs2",NA,"keep","ipad","4",6
"150115-06-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","L","bert_cat2","N","1/15/15","15:12",526,"2vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/15/15","15:12",1724,"3vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","L","bert_flower2","N","1/15/15","15:12",1304,"2vs2",NA,"keep","ipad","4",6
"150115-06-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","R","grover_truck2","N","1/15/15","15:12",2679,"2vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","L","elmo_dog2","N","1/15/15","15:12",6113,"2vs2",NA,"keep","ipad","4",6
"150115-06-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/15/15","15:12",2192,"2vs2",NA,"keep","ipad","4",6
"150115-06-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","L","grover_banana2","N","1/15/15","15:12",2647,"2vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","R","ernie_orange2","N","1/15/15","15:12",1717,"3vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/15/15","15:12",5290,"1vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/15/15","15:12",3340,"1vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/15/15","15:12",3248,"3vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/15/15","15:12",2460,"1vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","R","ernie_dog2","N","1/15/15","15:12",1344,"2vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/15/15","15:12",7076,"3vs1",NA,"keep","ipad","4",6
"150115-06-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","R","elmo_orange2","N","1/15/15","15:12",347,"1vs1",NA,"keep","ipad","4",6
"150115-07-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/15/15","15:25",2635,NA,NA,"keep","ipad","5",6
"150115-07-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/15/15","15:25",1039,NA,NA,"keep","ipad","5",6
"150115-07-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/15/15","15:25",1498,"2vs2",NA,"keep","ipad","5",6
"150115-07-sc",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/15/15","15:25",1758,"3vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/15/15","15:25",3633,"3vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","L","elmo_banana","Y","1/15/15","15:25",1476,"1vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","L","grover_car","Y","1/15/15","15:25",2041,"3vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/15/15","15:25",1581,"1vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/15/15","15:25",2333,"2vs2",NA,"keep","ipad","5",6
"150115-07-sc",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/15/15","15:25",1728,"2vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/15/15","15:25",1636,"3vs1",NA,"keep","ipad","5",6
"150115-07-sc",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/15/15","15:25",1187,"1vs1",NA,"keep","ipad","5",6
