"subid","list","trial_num","word","pic1","pic2","trial_type","pic1type","pic2type","side_clicked","pic_clicked","correct","datetesting","time","rt","item_num","V17","keep_drop","expt","age_group","English"
"150116-16-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/16/15","12:45",1260,"1vs1",NA,"keep","ipad","3",6
"150116-16-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/16/15","12:45",1978,"3vs1",NA,"keep","ipad","3",6
"150116-16-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/16/15","12:45",1672,"1vs1",NA,"keep","ipad","3",6
"150116-16-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/16/15","12:45",2268,"2vs1",NA,"keep","ipad","3",6
"150116-16-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/16/15","12:45",1914,"3vs1",NA,"keep","ipad","3",6
"150116-16-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/16/15","12:45",1852,"1vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/16/15","12:50",3021,NA,NA,"keep","ipad","3",6
"150116-17-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/16/15","12:50",2627,NA,NA,"keep","ipad","3",6
"150116-17-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/16/15","12:50",1662,"2vs2",NA,"keep","ipad","3",6
"150116-17-sc",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/16/15","12:50",1505,"3vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/16/15","12:50",2177,"3vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","L","elmo_banana","Y","1/16/15","12:50",2665,"1vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","R","grover_bicycle","N","1/16/15","12:50",3450,"3vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/16/15","12:50",1892,"1vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/16/15","12:50",1756,"2vs2",NA,"keep","ipad","3",6
"150116-17-sc",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/16/15","12:50",1767,"2vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/16/15","12:50",1755,"3vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/16/15","12:50",1942,"1vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,13,"bert_bicycle","bert_car","bert_bicycle","control_single","distractor","target","R","bert_bicycle","Y","1/16/15","12:50",1805,"2vs2",NA,"keep","ipad","3",6
"150116-17-sc",1,14,"bert_carrot","bert_banana","bert_carrot","inference","distractor","target","R","bert_carrot","Y","1/16/15","12:50",1933,"2vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,15,"ernie_car","ernie_car","ernie_bicycle","control_single","target","distractor","L","ernie_car","Y","1/16/15","12:50",924,"1vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,16,"grover_orange","grover_apple","grover_orange","control_double","distractor","target","R","grover_orange","Y","1/16/15","12:50",2465,"2vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,17,"ernie_teddybear","ernie_flower","ernie_teddybear","inference","distractor","target","R","ernie_teddybear","Y","1/16/15","12:50",1348,"2vs1",NA,"keep","ipad","3",6
"150116-17-sc",1,18,"grover_ball","grover_ball","grover_truck","control_single","target","distractor","L","grover_ball","Y","1/16/15","12:50",2743,"2vs2",NA,"keep","ipad","3",6
"150116-18-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/16/15","12:55",8908,NA,NA,"keep","ipad","2",6
"150116-18-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/16/15","12:55",1717,NA,NA,"keep","ipad","2",6
"150116-18-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/16/15","12:55",1795,"2vs2",NA,"keep","ipad","2",6
"150116-18-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","L","bert_cat2","N","1/16/15","12:55",1589,"2vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/16/15","12:55",5282,"3vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/16/15","12:55",1681,"2vs2",NA,"keep","ipad","2",6
"150116-18-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","R","grover_truck2","N","1/16/15","12:55",1461,"2vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/16/15","12:55",2115,"2vs2",NA,"keep","ipad","2",6
"150116-18-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/16/15","12:55",1115,"2vs2",NA,"keep","ipad","2",6
"150116-18-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/16/15","12:55",1702,"2vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/16/15","12:55",1643,"3vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/16/15","12:55",1614,"1vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/16/15","12:55",2013,"1vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/16/15","12:55",1576,"3vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/16/15","12:55",7377,"1vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/16/15","12:55",1826,"2vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","L","ernie_car2","N","1/16/15","12:55",2091,"3vs1",NA,"keep","ipad","2",6
"150116-18-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/16/15","12:55",1347,"1vs1",NA,"keep","ipad","2",6
"150116-19-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/16/15","13:12",3065,NA,NA,"keep","ipad","3",6
"150116-19-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/16/15","13:12",2085,NA,NA,"keep","ipad","3",6
"150116-19-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/16/15","13:12",1909,"2vs2",NA,"keep","ipad","3",6
"150116-19-sc",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/16/15","13:12",2084,"3vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/16/15","13:12",4531,"3vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","L","elmo_banana","Y","1/16/15","13:12",1785,"1vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","L","grover_car","Y","1/16/15","13:12",2763,"3vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/16/15","13:12",7068,"1vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/16/15","13:12",1345,"2vs2",NA,"keep","ipad","3",6
"150116-19-sc",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/16/15","13:12",2188,"2vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/16/15","13:12",2411,"3vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/16/15","13:12",1550,"1vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,13,"bert_bicycle","bert_car","bert_bicycle","control_single","distractor","target","R","bert_bicycle","Y","1/16/15","13:12",2345,"2vs2",NA,"keep","ipad","3",6
"150116-19-sc",1,14,"bert_carrot","bert_banana","bert_carrot","inference","distractor","target","R","bert_carrot","Y","1/16/15","13:12",1001,"2vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,15,"ernie_car","ernie_car","ernie_bicycle","control_single","target","distractor","R","ernie_bicycle","N","1/16/15","13:12",1044,"1vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,16,"grover_orange","grover_apple","grover_orange","control_double","distractor","target","R","grover_orange","Y","1/16/15","13:12",1731,"2vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,17,"ernie_teddybear","ernie_flower","ernie_teddybear","inference","distractor","target","R","ernie_teddybear","Y","1/16/15","13:12",1675,"2vs1",NA,"keep","ipad","3",6
"150116-19-sc",1,18,"grover_ball","grover_ball","grover_truck","control_single","target","distractor","L","grover_ball","Y","1/16/15","13:12",1815,"2vs2",NA,"keep","ipad","3",6
"150116-20-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/16/15","13:19",3940,NA,NA,"keep","ipad","4",6
"150116-20-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/16/15","13:19",2842,NA,NA,"keep","ipad","4",6
"150116-20-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/16/15","13:19",2373,"2vs2",NA,"keep","ipad","4",6
"150116-20-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","L","bert_cat2","N","1/16/15","13:19",12271,"2vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/16/15","13:19",9599,"3vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/16/15","13:19",6383,"2vs2",NA,"keep","ipad","4",6
"150116-20-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","R","grover_truck2","N","1/16/15","13:19",10469,"2vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/16/15","13:19",8767,"2vs2",NA,"keep","ipad","4",6
"150116-20-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/16/15","13:19",2032,"2vs2",NA,"keep","ipad","4",6
"150116-20-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/16/15","13:19",2158,"2vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/16/15","13:19",2528,"3vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/16/15","13:19",2344,"1vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","L","bert_ball2","N","1/16/15","13:19",6751,"1vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/16/15","13:19",1960,"3vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/16/15","13:19",6793,"1vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","R","ernie_dog2","N","1/16/15","13:19",5033,"2vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","L","ernie_car2","N","1/16/15","13:19",6411,"3vs1",NA,"keep","ipad","4",6
"150116-20-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/16/15","13:19",626,"1vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/16/15","13:52",4963,NA,NA,"keep","ipad","4",6
"150116-21-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/16/15","13:52",5357,NA,NA,"keep","ipad","4",6
"150116-21-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/16/15","13:52",2726,"2vs2",NA,"keep","ipad","4",6
"150116-21-sc",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/16/15","13:52",1851,"3vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/16/15","13:52",1299,"3vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","L","elmo_banana","Y","1/16/15","13:52",3450,"1vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","L","grover_car","Y","1/16/15","13:52",3377,"3vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/16/15","13:52",1523,"1vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/16/15","13:52",2428,"2vs2",NA,"keep","ipad","4",6
"150116-21-sc",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/16/15","13:52",3656,"2vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/16/15","13:52",1499,"3vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/16/15","13:52",1608,"1vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,13,"bert_bicycle","bert_car","bert_bicycle","control_single","distractor","target","R","bert_bicycle","Y","1/16/15","13:52",2912,"2vs2",NA,"keep","ipad","4",6
"150116-21-sc",1,14,"bert_carrot","bert_banana","bert_carrot","inference","distractor","target","R","bert_carrot","Y","1/16/15","13:52",1131,"2vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,15,"ernie_car","ernie_car","ernie_bicycle","control_single","target","distractor","L","ernie_car","Y","1/16/15","13:52",1222,"1vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,16,"grover_orange","grover_apple","grover_orange","control_double","distractor","target","R","grover_orange","Y","1/16/15","13:52",1101,"2vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,17,"ernie_teddybear","ernie_flower","ernie_teddybear","inference","distractor","target","R","ernie_teddybear","Y","1/16/15","13:52",1698,"2vs1",NA,"keep","ipad","4",6
"150116-21-sc",1,18,"grover_ball","grover_ball","grover_truck","control_single","target","distractor","L","grover_ball","Y","1/16/15","13:52",1672,"2vs2",NA,"keep","ipad","4",6
"150116-22-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/16/15","13:58",5244,NA,NA,NA,NA,NA,NA
"150116-22-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/16/15","13:58",2862,NA,NA,NA,NA,NA,NA
"150116-22-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/16/15","13:58",2340,"2vs2",NA,NA,NA,NA,NA
"150116-22-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","L","bert_cat2","N","1/16/15","13:58",4203,"2vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/16/15","13:58",1740,"3vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/16/15","13:58",1331,"2vs2",NA,NA,NA,NA,NA
"150116-22-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","L","grover_ball2","Y","1/16/15","13:58",2043,"2vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/16/15","13:58",2398,"2vs2",NA,NA,NA,NA,NA
"150116-22-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/16/15","13:58",4761,"2vs2",NA,NA,NA,NA,NA
"150116-22-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","L","grover_banana2","N","1/16/15","13:58",2449,"2vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","L","ernie_apple2","Y","1/16/15","13:58",3448,"3vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/16/15","13:58",1800,"1vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/16/15","13:58",7858,"1vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/16/15","13:58",2008,"3vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/16/15","13:58",1880,"1vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","L","ernie_cat2","Y","1/16/15","13:58",2627,"2vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/16/15","13:58",2274,"3vs1",NA,NA,NA,NA,NA
"150116-22-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","L","elmo_apple2","Y","1/16/15","13:58",2972,"1vs1",NA,NA,NA,NA,NA
"150120",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/15/15","15:38",8459,NA,NA,NA,NA,NA,NA
"150120",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/15/15","15:38",2614,NA,NA,NA,NA,NA,NA
"150120",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/15/15","15:38",1915,"2vs2",NA,NA,NA,NA,NA
"150120",1,4,"elmo_apple","elmo_apple","elmo_orange","inference","target","distractor","L","elmo_apple","Y","1/15/15","15:38",11966,"3vs1",NA,NA,NA,NA,NA
"150120",1,5,"grover_dog","grover_cat","grover_dog","control_double","distractor","target","R","grover_dog","Y","1/15/15","15:38",3542,"3vs1",NA,NA,NA,NA,NA
"150120",1,6,"elmo_banana","elmo_banana","elmo_carrot","control_single","target","distractor","L","elmo_banana","Y","1/15/15","15:38",1841,"1vs1",NA,NA,NA,NA,NA
"150120",1,7,"grover_car","grover_car","grover_bicycle","inference","target","distractor","L","grover_car","Y","1/15/15","15:38",1750,"3vs1",NA,NA,NA,NA,NA
"150120",1,8,"ernie_orange","ernie_apple","ernie_orange","control_single","distractor","target","R","ernie_orange","Y","1/15/15","15:38",1643,"1vs1",NA,NA,NA,NA,NA
"150120",1,9,"bert_cat","bert_cat","bert_dog","control_single","target","distractor","L","bert_cat","Y","1/15/15","15:38",2254,"2vs2",NA,NA,NA,NA,NA
"150120",1,10,"bert_ball","bert_ball","bert_truck","control_double","target","distractor","L","bert_ball","Y","1/15/15","15:38",1855,"2vs1",NA,NA,NA,NA,NA
"150120",1,11,"bert_flower","bert_flower","bert_teddybear","control_double","target","distractor","L","bert_flower","Y","1/15/15","15:38",1348,"3vs1",NA,NA,NA,NA,NA
"150120",1,12,"elmo_truck","elmo_ball","elmo_truck","control_single","distractor","target","R","elmo_truck","Y","1/15/15","15:38",1214,"1vs1",NA,NA,NA,NA,NA
"150120",1,13,"bert_bicycle","bert_car","bert_bicycle","control_single","distractor","target","R","bert_bicycle","Y","1/15/15","15:38",1116,"2vs2",NA,NA,NA,NA,NA
"150120",1,14,"bert_carrot","bert_banana","bert_carrot","inference","distractor","target","R","bert_carrot","Y","1/15/15","15:38",4050,"2vs1",NA,NA,NA,NA,NA
"150120",1,15,"ernie_car","ernie_car","ernie_bicycle","control_single","target","distractor","L","ernie_car","Y","1/15/15","15:38",1291,"1vs1",NA,NA,NA,NA,NA
"150120",1,16,"grover_orange","grover_apple","grover_orange","control_double","distractor","target","R","grover_orange","Y","1/15/15","15:38",2156,"2vs1",NA,NA,NA,NA,NA
"150120",1,17,"ernie_teddybear","ernie_flower","ernie_teddybear","inference","distractor","target","R","ernie_teddybear","Y","1/15/15","15:38",1693,"2vs1",NA,NA,NA,NA,NA
"150120",1,18,"grover_ball","grover_ball","grover_truck","control_single","target","distractor","L","grover_ball","Y","1/15/15","15:38",1771,"2vs2",NA,NA,NA,NA,NA
"150120-01-sc",2,1,"practice1_lion","practice1_cow","practice1_lion","practice","distractor","target","R","practice1_lion","Y","1/20/15","13:37",1898,NA,NA,"keep","ipad","4",6
"150120-01-sc",2,2,"practice2_rabbit","practice2_rabbit","practice2_monkey","practice","target","distractor","L","practice2_rabbit","Y","1/20/15","13:37",1158,NA,NA,"keep","ipad","4",6
"150120-01-sc",2,3,"grover_orange2","grover_apple2","grover_orange2","control_single","distractor","target","R","grover_orange2","Y","1/20/15","13:37",2243,"2vs2",NA,"keep","ipad","4",6
"150120-01-sc",2,4,"bert_dog2","bert_cat2","bert_dog2","inference","distractor","target","R","bert_dog2","Y","1/20/15","13:37",1840,"2vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,5,"bert_car2","bert_car2","bert_bicycle2","control_double","target","distractor","L","bert_car2","Y","1/20/15","13:37",2692,"3vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,6,"bert_teddybear2","bert_flower2","bert_teddybear2","control_single","distractor","target","R","bert_teddybear2","Y","1/20/15","13:37",1503,"2vs2",NA,"keep","ipad","4",6
"150120-01-sc",2,7,"grover_ball2","grover_ball2","grover_truck2","inference","target","distractor","L","grover_ball2","Y","1/20/15","13:37",2222,"2vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,8,"elmo_cat2","elmo_dog2","elmo_cat2","control_single","distractor","target","R","elmo_cat2","Y","1/20/15","13:37",2253,"2vs2",NA,"keep","ipad","4",6
"150120-01-sc",2,9,"grover_car2","grover_car2","grover_bicycle2","control_single","target","distractor","L","grover_car2","Y","1/20/15","13:37",1361,"2vs2",NA,"keep","ipad","4",6
"150120-01-sc",2,10,"grover_carrot2","grover_banana2","grover_carrot2","control_double","distractor","target","R","grover_carrot2","Y","1/20/15","13:37",3006,"2vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,11,"ernie_apple2","ernie_apple2","ernie_orange2","control_double","target","distractor","R","ernie_orange2","N","1/20/15","13:37",2571,"3vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,12,"bert_banana2","bert_banana2","bert_carrot2","control_single","target","distractor","L","bert_banana2","Y","1/20/15","13:37",3942,"1vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,13,"bert_truck2","bert_ball2","bert_truck2","control_single","distractor","target","R","bert_truck2","Y","1/20/15","13:37",3172,"1vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,14,"grover_flower2","grover_teddybear2","grover_flower2","inference","distractor","target","R","grover_flower2","Y","1/20/15","13:37",2083,"3vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,15,"ernie_flower2","ernie_flower2","ernie_teddybear2","control_single","target","distractor","L","ernie_flower2","Y","1/20/15","13:37",1552,"1vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,16,"ernie_cat2","ernie_cat2","ernie_dog2","control_double","target","distractor","R","ernie_dog2","N","1/20/15","13:37",3168,"2vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,17,"ernie_bicycle2","ernie_car2","ernie_bicycle2","inference","distractor","target","R","ernie_bicycle2","Y","1/20/15","13:37",2409,"3vs1",NA,"keep","ipad","4",6
"150120-01-sc",2,18,"elmo_apple2","elmo_apple2","elmo_orange2","control_single","target","distractor","R","elmo_orange2","N","1/20/15","13:37",1269,"1vs1",NA,"keep","ipad","4",6
"150120-03-sc",1,1,"practice1_cow","practice1_cow","practice1_lion","practice","target","distractor","L","practice1_cow","Y","1/20/15","13:54",5699,NA,NA,"keep","ipad","4",6
"150120-03-sc",1,2,"practice2_monkey","practice2_rabbit","practice2_monkey","practice","distractor","target","R","practice2_monkey","Y","1/20/15","13:54",2060,NA,NA,"keep","ipad","4",6
"150120-03-sc",1,3,"elmo_teddybear","elmo_flower","elmo_teddybear","control_single","distractor","target","R","elmo_teddybear","Y","1/20/15","13:54",1812,"2vs2",NA,"keep","ipad","4",6
